AL092017,             HARVEY,     74,
20170820, 1800,  , WV, 14.7N,  76.8W,  30, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170821, 0000,  , WV, 15.1N,  78.6W,  25, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170821, 0600,  , WV, 15.7N,  80.5W,  25, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170821, 1200,  , WV, 16.4N,  82.5W,  25, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170821, 1800,  , WV, 17.3N,  84.6W,  25, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170822, 0000,  , WV, 18.0N,  86.4W,  25, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170822, 0600,  , WV, 18.6N,  87.8W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170822, 1200,  , WV, 19.4N,  88.8W,  25, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170822, 1800,  , LO, 20.0N,  89.7W,  25, 1010,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170823, 0000,  , LO, 20.5N,  90.7W,  25, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170823, 0600,  , LO, 20.9N,  91.6W,  25, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170823, 1200,  , TD, 21.4N,  92.3W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170823, 1800,  , TS, 21.6N,  92.4W,  35, 1005,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170824, 0000,  , TS, 22.0N,  92.5W,  40, 1003,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170824, 0600,  , TS, 22.8N,  92.6W,  50,  997,   80,    0,    0,   50,   30,    0,    0,    0,    0,    0,    0,    0, -999
20170824, 1200,  , TS, 23.7N,  93.1W,  60,  986,   80,   30,   20,   50,   30,   10,    0,   20,    0,    0,    0,    0, -999
20170824, 1800,  , HU, 24.4N,  93.6W,  70,  978,   80,   40,   30,   60,   30,   20,   20,   30,   20,    0,    0,    0, -999
20170825, 0000,  , HU, 25.0N,  94.4W,  80,  973,   90,   50,   40,   60,   30,   20,   20,   30,   20,   10,   10,   10, -999
20170825, 0600,  , HU, 25.6N,  95.1W,  90,  966,  120,   50,   40,   90,   30,   30,   20,   30,   20,   20,   10,   20, -999
20170825, 1200,  , HU, 26.3N,  95.8W,  95,  949,  120,   90,   80,  100,   50,   40,   40,   30,   30,   20,   10,   20, -999
20170825, 1800,  , HU, 27.1N,  96.3W, 105,  943,  120,   90,   80,  100,   50,   40,   40,   40,   30,   25,   20,   25, -999
20170826, 0000,  , HU, 27.8N,  96.8W, 115,  941,  120,   90,   80,   70,   60,   40,   40,   40,   35,   25,   20,   25, -999
20170826, 0300, L, HU, 28.0N,  96.9W, 115,  937,  120,   90,   80,   70,   60,   40,   40,   40,   35,   25,   20,   25,   10
20170826, 0600, L, HU, 28.2N,  97.1W, 105,  948,  120,  100,   70,   70,   50,   50,   30,   40,   30,   25,   20,   25,   10
20170826, 1200,  , HU, 28.7N,  97.3W,  65,  978,  120,  100,   70,   70,   50,   50,   30,   40,   25,   20,   15,   20, -999
20170826, 1800,  , TS, 29.0N,  97.5W,  50,  991,   75,  100,   30,   50,   40,   40,   20,   30,    0,    0,    0,    0, -999
20170827, 0000,  , TS, 29.2N,  97.4W,  45,  995,   50,  100,   30,   50,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170827, 0600,  , TS, 29.3N,  97.6W,  40,  998,   50,  100,   30,   50,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170827, 1200,  , TS, 29.1N,  97.5W,  35,  998,  150,   60,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170827, 1800,  , TS, 29.0N,  97.2W,  35,  998,  120,   60,   30,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170828, 0000,  , TS, 28.8N,  96.8W,  35,  997,  120,   60,   30,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170828, 0600,  , TS, 28.6N,  96.5W,  40,  997,  150,  150,   30,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170828, 1200,  , TS, 28.5N,  96.2W,  40,  997,  150,  150,   30,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170828, 1800,  , TS, 28.4N,  95.9W,  40,  997,  150,  150,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170829, 0000,  , TS, 28.2N,  95.4W,  40,  996,  150,  150,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170829, 0600,  , TS, 28.1N,  95.0W,  40,  996,  150,  150,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170829, 1200,  , TS, 28.2N,  94.6W,  40,  995,  140,  140,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170829, 1800,  , TS, 28.5N,  94.2W,  45,  993,  100,  140,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170830, 0000,  , TS, 28.9N,  93.8W,  45,  994,  100,  140,   60,   60,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170830, 0600,  , TS, 29.4N,  93.6W,  40,  990,   70,   70,   70,   70,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170830, 0800, L, TS, 29.8N,  93.5W,  40,  991,   60,   60,   70,   70,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170830, 1200,  , TS, 30.1N,  93.4W,  40,  992,   40,   60,   70,   40,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170830, 1800,  , TS, 30.6N,  93.1W,  35,  996,    0,   60,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170831, 0000,  , TD, 31.3N,  92.6W,  30,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170831, 0600,  , TD, 31.9N,  92.2W,  25,  999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170831, 1200,  , TD, 32.5N,  91.7W,  20, 1001,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170831, 1800,  , TD, 33.4N,  90.9W,  25, 1001,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170901, 0000,  , TD, 34.1N,  89.6W,  30, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170901, 0600,  , EX, 34.9N,  88.2W,  30, 1002,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170901, 1200,  , EX, 36.0N,  87.1W,  25, 1002,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170901, 1800,  , EX, 36.5N,  86.4W,  20, 1004,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170902, 0000,  , EX, 37.2N,  85.6W,  20, 1007,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170902, 0600,  , EX, 37.9N,  84.9W,  20, 1009,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
20170902, 1200,  , EX, 38.2N,  84.7W,  15, 1013,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, -999
AL092022,                IAN,     40,
20220922, 1800,  , LO, 12.3N,  66.3W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   70
20220923, 0000,  , LO, 12.9N,  67.2W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   70
20220923, 0600,  , TD, 13.7N,  68.1W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   60
20220923, 1200,  , TD, 14.2N,  69.3W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   60
20220923, 1800,  , TD, 14.6N,  70.6W,  30, 1006,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   60
20220924, 0000,  , TS, 14.7N,  71.7W,  35, 1005,    0,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220924, 0600,  , TS, 14.7N,  72.9W,  35, 1005,    0,    0,    0,   30,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220924, 1200,  , TS, 14.5N,  74.4W,  40, 1003,    0,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220924, 1800,  , TS, 14.4N,  75.8W,  40, 1003,    0,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220925, 0000,  , TS, 14.6N,  77.2W,  40, 1003,   40,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220925, 0600,  , TS, 14.6N,  78.3W,  40, 1003,   40,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220925, 1200,  , TS, 15.0N,  79.4W,  40, 1003,   40,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220925, 1800,  , TS, 15.8N,  80.1W,  40, 1003,   40,    0,    0,   50,    0,    0,    0,    0,    0,    0,    0,    0,   30
20220926, 0000,  , TS, 16.8N,  80.9W,  50,  991,   60,   60,    0,   30,   30,    0,    0,    0,    0,    0,    0,    0,   30
20220926, 0600,  , HU, 17.7N,  81.7W,  65,  985,   70,   70,   30,   70,   30,   30,    0,   20,   15,    0,    0,    0,   15
20220926, 1200,  , HU, 18.7N,  82.4W,  70,  981,   90,   80,   40,   90,   40,   40,    0,   30,   20,    0,    0,    0,   15
20220926, 1800,  , HU, 19.7N,  83.0W,  80,  976,  100,   90,   60,   90,   50,   50,   20,   30,   30,   25,    0,   20,   20
20220927, 0000,  , HU, 20.8N,  83.3W,  85,  965,  100,   90,   60,   90,   50,   50,   20,   30,   30,   25,    0,   20,   20
20220927, 0600,  , HU, 21.8N,  83.6W, 100,  956,  100,  100,   70,   90,   50,   50,   30,   40,   30,   25,   20,   20,   15
20220927, 0830, L, HU, 22.2N,  83.7W, 110,  947,  100,  100,   70,   90,   50,   50,   30,   40,   30,   25,   20,   20,   15
20220927, 1200,  , HU, 22.6N,  83.6W, 100,  963,  120,  120,  100,  120,   60,   60,   50,   60,   30,   25,   20,   20,   15
20220927, 1800,  , HU, 23.5N,  83.3W, 105,  951,  120,  120,  100,  120,   60,   60,   50,   60,   35,   35,   20,   20,   15
20220928, 0000,  , HU, 24.4N,  83.0W, 105,  947,  120,  120,  100,  120,   60,   60,   50,   60,   35,   35,   20,   20,   20
20220928, 0200, L, HU, 24.6N,  82.9W, 110,  952,  120,  120,  100,  120,   60,   60,   50,   60,   35,   35,   20,   20,   20
20220928, 0600,  , HU, 25.2N,  82.9W, 120,  945,  120,  130,  100,  150,   70,   60,   60,   70,   35,   35,   30,   35,   20
20220928, 1200,  , HU, 26.0N,  82.7W, 140,  937,  120,  140,  100,  150,   70,   60,   70,   80,   40,   40,   30,   40,   20
20220928, 1800,  , HU, 26.6N,  82.4W, 135,  938,  130,  150,  100,  150,   50,   60,   70,   80,   30,   40,   30,   45,   20
20220928, 1905, L, HU, 26.7N,  82.2W, 130,  941,  130,  150,  100,  150,   50,   60,   70,   80,   30,   40,   30,   45,   20
20220928, 2035, L, HU, 26.8N,  82.0W, 125,  945,  130,  150,  100,  150,   50,   60,   70,   80,   30,   40,   30,   45,   20
20220929, 0000,  , HU, 27.2N,  81.7W, 100,  960,  180,  120,  120,  220,   50,   60,   50,   70,   30,   40,   30,   45,   20
20220929, 0600,  , HU, 27.7N,  81.1W,  65,  985,  360,  120,  150,  200,   60,   50,   40,   70,   30,    0,    0,   30,   20
20220929, 1200,  , TS, 28.4N,  80.6W,  60,  987,  360,  120,  150,  200,   60,   50,   40,   70,    0,    0,    0,    0,   40
20220929, 1800,  , HU, 28.9N,  80.1W,  65,  986,  360,  140,  150,  200,   60,    0,   50,  100,    0,    0,    0,   40,   40
20220930, 0000,  , HU, 29.6N,  79.4W,  70,  986,  420,  150,  120,  220,   60,   80,   80,  120,    0,    0,   40,   60,   40
20220930, 0600,  , HU, 30.3N,  79.1W,  75,  984,  420,  130,  100,  160,   80,   60,   80,  120,    0,    0,   40,   60,   40
20220930, 1200,  , HU, 31.5N,  79.0W,  75,  980,  240,  130,  120,  140,   80,   60,   80,   80,   40,    0,   40,   60,   40
20220930, 1800,  , HU, 33.3N,  79.2W,  70,  978,  190,  130,  100,   60,   80,   60,   80,   40,    0,   30,   40,    0,   40
20220930, 1805, L, HU, 33.3N,  79.2W,  70,  978,  190,  130,  100,   60,   80,   60,   80,   40,    0,   30,   40,    0,   40
20221001, 0000,  , EX, 34.4N,  79.3W,  50,  990,  160,  170,    0,    0,    0,   90,    0,    0,    0,    0,    0,    0,   80
20221001, 0600,  , EX, 35.3N,  79.7W,  30,  999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  180
