property_id,address,latitude,longitude
BRZ-00141,"NSI Structure 122548354, Fort Bend County, TX",29.556613,-95.633938
BRZ-00142,"NSI Structure 122521205, Fort Bend County, TX",29.600411,-95.65741
BRZ-00143,"NSI Structure 122446546, Fort Bend County, TX",29.592931,-95.642659
BRZ-00144,"NSI Structure 122527015, Fort Bend County, TX",29.653231,-95.696013
BRZ-00145,"NSI Structure 122613187, Fort Bend County, TX",29.711745,-95.8627
BRZ-00146,"NSI Structure 122555903, Fort Bend County, TX",29.703243,-95.748358
BRZ-00147,"NSI Structure 122525696, Fort Bend County, TX",29.616555,-95.689876
BRZ-00148,"NSI Structure 122461609, Fort Bend County, TX",29.681023,-95.70637
BRZ-00149,"NSI Structure 122451195, Fort Bend County, TX",29.581048,-95.662933
BRZ-00150,"NSI Structure 122617910, Fort Bend County, TX",29.635304,-95.625069
BRZ-00151,"NSI Structure 122484471, Fort Bend County, TX",29.587873,-95.777991
BRZ-00152,"NSI Structure 122619754, Fort Bend County, TX",29.55131,-95.804164
BRZ-00153,"NSI Structure 122526749, Fort Bend County, TX",29.544354,-95.696702
BRZ-00154,"NSI Structure 122626304, Fort Bend County, TX",29.49854,-95.777516
BRZ-00155,"NSI Structure 122554771, Fort Bend County, TX",29.642658,-95.740978
BRZ-00156,"NSI Structure 123344427, Harris County, TX",29.706979,-95.673688
BRZ-00157,"NSI Structure 122508896, Fort Bend County, TX",29.719116,-95.873748
BRZ-00158,"NSI Structure 122577355, Fort Bend County, TX",29.640642,-95.717057
BRZ-00159,"NSI Structure 122560189, Fort Bend County, TX",29.548691,-95.815986
BRZ-00160,"NSI Structure 122696046, Fort Bend County, TX",29.645329,-95.621097
BRZ-00161,"NSI Structure 123523559, Harris County, TX",29.697904,-95.636073
BRZ-00162,"NSI Structure 123554543, Harris County, TX",29.708507,-95.683069
BRZ-00163,"NSI Structure 122586311, Fort Bend County, TX",29.715074,-95.806406
BRZ-00164,"NSI Structure 122478133, Fort Bend County, TX",29.710162,-95.746352
BRZ-00165,"NSI Structure 122615932, Fort Bend County, TX",29.630619,-95.745032
BRZ-00166,"NSI Structure 122467923, Fort Bend County, TX",29.64501,-95.726931
BRZ-00167,"NSI Structure 122599960, Fort Bend County, TX",29.626561,-95.68222
BRZ-00168,"NSI Structure 122638854, Fort Bend County, TX",29.529915,-95.73762
BRZ-00169,"NSI Structure 122479146, Fort Bend County, TX",29.623769,-95.751407
BRZ-00170,"NSI Structure 122743668, Fort Bend County, TX",29.54965,-95.794075
BRZ-00171,"NSI Structure 122469433, Fort Bend County, TX",29.623721,-95.725391
BRZ-00172,"NSI Structure 122605388, Fort Bend County, TX",29.686122,-95.786068
BRZ-00173,"NSI Structure 122575526, Fort Bend County, TX",29.559831,-95.656291
BRZ-00174,"NSI Structure 122523007, Fort Bend County, TX",29.585432,-95.670881
BRZ-00175,"NSI Structure 124736668, Harris County, TX",29.705918,-95.612303
BRZ-00176,"NSI Structure 122584938, Fort Bend County, TX",29.710408,-95.747482
BRZ-00177,"NSI Structure 122474582, Fort Bend County, TX",29.695901,-95.740594
BRZ-00178,"NSI Structure 122575409, Fort Bend County, TX",29.67127,-95.646807
BRZ-00179,"NSI Structure 122445330, Fort Bend County, TX",29.646803,-95.631715
BRZ-00180,"NSI Structure 122465184, Fort Bend County, TX",29.543592,-95.710715
BRZ-00181,"NSI Structure 122743020, Fort Bend County, TX",29.554336,-95.805248
BRZ-00182,"NSI Structure 122593003, Fort Bend County, TX",29.64593,-95.646321
BRZ-00183,"NSI Structure 122636196, Fort Bend County, TX",29.500181,-95.762364
BRZ-00184,"NSI Structure 122550610, Fort Bend County, TX",29.698493,-95.671364
BRZ-00185,"NSI Structure 122455879, Fort Bend County, TX",29.657722,-95.680718
BRZ-00186,"NSI Structure 122531013, Fort Bend County, TX",29.615411,-95.736095
BRZ-00187,"NSI Structure 122549107, Fort Bend County, TX",29.682465,-95.642004
BRZ-00188,"NSI Structure 122603757, Fort Bend County, TX",29.711976,-95.810992
BRZ-00189,"NSI Structure 122549394, Fort Bend County, TX",29.687428,-95.651804
BRZ-00190,"NSI Structure 122485634, Fort Bend County, TX",29.570441,-95.784337
BRZ-00191,"NSI Structure 122588288, Fort Bend County, TX",29.60253,-95.658982
BRZ-00192,"NSI Structure 122567246, Fort Bend County, TX",29.600452,-95.692068
BRZ-00193,"NSI Structure 122470467, Fort Bend County, TX",29.700543,-95.728342
BRZ-00194,"NSI Structure 122461263, Fort Bend County, TX",29.682241,-95.695876
BRZ-00195,"NSI Structure 122681034, Fort Bend County, TX",29.543961,-95.602501
BRZ-00196,"NSI Structure 122447349, Fort Bend County, TX",29.676345,-95.646307
BRZ-00197,"NSI Structure 122447285, Fort Bend County, TX",29.671165,-95.647443
BRZ-00198,"NSI Structure 122636695, Fort Bend County, TX",29.497149,-95.764232
BRZ-00199,"NSI Structure 122582580, Fort Bend County, TX",29.587761,-95.661573
BRZ-00200,"NSI Structure 123422117, Harris County, TX",29.699788,-95.631788
BRZ-00201,"NSI Structure 122453011, Fort Bend County, TX",29.698952,-95.675548
BRZ-00202,"NSI Structure 122444043, Fort Bend County, TX",29.676334,-95.627867
BRZ-00203,"NSI Structure 122454624, Fort Bend County, TX",29.606737,-95.675793
BRZ-00204,"NSI Structure 122607045, Fort Bend County, TX",29.66985,-95.627992
BRZ-00205,"NSI Structure 122497867, Fort Bend County, TX",29.672964,-95.830113
BRZ-00206,"NSI Structure 122742898, Fort Bend County, TX",29.564368,-95.804426
BRZ-00207,"NSI Structure 122599559, Fort Bend County, TX",29.650663,-95.639081
BRZ-00208,"NSI Structure 122491914, Fort Bend County, TX",29.692596,-95.809362
BRZ-00209,"NSI Structure 122474320, Fort Bend County, TX",29.604787,-95.735268
BRZ-00210,"NSI Structure 122462826, Fort Bend County, TX",29.697804,-95.713028
BRZ-00211,"NSI Structure 122519154, Fort Bend County, TX",29.63591,-95.632597
BRZ-00212,"NSI Structure 124056277, Harris County, TX",29.681612,-95.61022
BRZ-00213,"NSI Structure 122447049, Fort Bend County, TX",29.646207,-95.640902
BRZ-00214,"NSI Structure 122474200, Fort Bend County, TX",29.614695,-95.740927
BRZ-00215,"NSI Structure 122576359, Fort Bend County, TX",29.656807,-95.681243
BRZ-00216,"NSI Structure 124169930, Harris County, TX",29.68764,-95.611453
BRZ-00217,"NSI Structure 122624175, Fort Bend County, TX",29.52636,-95.71798
BRZ-00218,"NSI Structure 122461617, Fort Bend County, TX",29.67821,-95.695479
BRZ-00219,"NSI Structure 122485437, Fort Bend County, TX",29.585059,-95.782273
BRZ-00220,"NSI Structure 122453095, Fort Bend County, TX",29.637473,-95.673891
BRZ-00221,"NSI Structure 122549687, Fort Bend County, TX",29.582286,-95.65803
BRZ-00222,"NSI Structure 124170245, Harris County, TX",29.697313,-95.612986
BRZ-00223,"NSI Structure 122681590, Fort Bend County, TX",29.58831,-95.610184
BRZ-00224,"NSI Structure 122569198, Fort Bend County, TX",29.698499,-95.735322
BRZ-00225,"NSI Structure 122476381, Fort Bend County, TX",29.599226,-95.753194
BRZ-00226,"NSI Structure 124620874, Harris County, TX",29.687684,-95.617454
BRZ-00227,"NSI Structure 122465605, Fort Bend County, TX",29.70032,-95.713138
BRZ-00228,"NSI Structure 122568648, Fort Bend County, TX",29.550798,-95.723074
BRZ-00229,"NSI Structure 122522164, Fort Bend County, TX",29.677165,-95.666586
BRZ-00230,"NSI Structure 122542586, Fort Bend County, TX",29.710879,-95.828099
BRZ-00231,"NSI Structure 122522572, Fort Bend County, TX",29.593535,-95.664165
BRZ-00232,"NSI Structure 122638441, Fort Bend County, TX",29.516461,-95.671707
BRZ-00233,"NSI Structure 122622151, Fort Bend County, TX",29.535959,-95.719174
BRZ-00234,"NSI Structure 122604636, Fort Bend County, TX",29.538872,-95.663463
BRZ-00235,"NSI Structure 122536618, Fort Bend County, TX",29.717432,-95.778404
BRZ-00236,"NSI Structure 122537465, Fort Bend County, TX",29.559291,-95.782967
BRZ-00237,"NSI Structure 122594831, Fort Bend County, TX",29.63803,-95.769916
BRZ-00238,"NSI Structure 122581776, Fort Bend County, TX",29.677899,-95.632953
BRZ-00239,"NSI Structure 122564873, Fort Bend County, TX",29.583735,-95.632572
BRZ-00240,"NSI Structure 122473731, Fort Bend County, TX",29.563426,-95.737898
BRZ-00241,"NSI Structure 122577632, Fort Bend County, TX",29.668234,-95.72324
BRZ-00242,"NSI Structure 122457434, Fort Bend County, TX",29.578399,-95.684226
BRZ-00243,"NSI Structure 122575180, Fort Bend County, TX",29.662756,-95.638623
BRZ-00244,"NSI Structure 122595022, Fort Bend County, TX",29.707841,-95.780402
BRZ-00245,"NSI Structure 122520579, Fort Bend County, TX",29.661162,-95.647179
BRZ-00246,"NSI Structure 122450183, Fort Bend County, TX",29.688595,-95.66178
BRZ-00247,"NSI Structure 122496295, Fort Bend County, TX",29.700764,-95.826084
BRZ-00248,"NSI Structure 123882115, Harris County, TX",29.692501,-95.602083
BRZ-00249,"NSI Structure 122633687, Fort Bend County, TX",29.510984,-95.842431
BRZ-00250,"NSI Structure 122582676, Fort Bend County, TX",29.585158,-95.664504
BRZ-00251,"NSI Structure 123318885, Harris County, TX",29.682799,-95.625411
BRZ-00252,"NSI Structure 123343242, Harris County, TX",29.703171,-95.663283
BRZ-00253,"NSI Structure 124170076, Harris County, TX",29.683503,-95.612241
BRZ-00254,"NSI Structure 122550218, Fort Bend County, TX",29.684809,-95.664142
BRZ-00255,"NSI Structure 124170745, Harris County, TX",29.70956,-95.618764
BRZ-00256,"NSI Structure 122488670, Fort Bend County, TX",29.618859,-95.797398
BRZ-00257,"NSI Structure 122548528, Fort Bend County, TX",29.607727,-95.630215
BRZ-00258,"NSI Structure 123483237, Harris County, TX",29.701879,-95.647139
BRZ-00259,"NSI Structure 122509262, Fort Bend County, TX",29.697509,-95.873111
BRZ-00260,"NSI Structure 122484833, Fort Bend County, TX",29.688383,-95.776902
BRZ-00261,"NSI Structure 122666950, Fort Bend County, TX",29.59632,-95.610542
BRZ-00262,"NSI Structure 122602402, Fort Bend County, TX",29.681704,-95.682972
BRZ-00263,"NSI Structure 122569026, Fort Bend County, TX",29.708792,-95.734322
BRZ-00264,"NSI Structure 122530410, Fort Bend County, TX",29.667013,-95.734259
BRZ-00265,"NSI Structure 122479394, Fort Bend County, TX",29.667179,-95.751308
BRZ-00266,"NSI Structure 122520503, Fort Bend County, TX",29.686887,-95.649881
BRZ-00267,"NSI Structure 123458897, Harris County, TX",29.684057,-95.628508
BRZ-00268,"NSI Structure 122534572, Fort Bend County, TX",29.55308,-95.754365
BRZ-00269,"NSI Structure 122689662, Fort Bend County, TX",29.559495,-95.601145
BRZ-00270,"NSI Structure 122615505, Fort Bend County, TX",29.659799,-95.747177
BRZ-00271,"NSI Structure 122595700, Fort Bend County, TX",29.664428,-95.828047
BRZ-00272,"NSI Structure 124405298, Harris County, TX",29.700607,-95.602363
BRZ-00273,"NSI Structure 122568699, Fort Bend County, TX",29.699772,-95.720279
BRZ-00274,"NSI Structure 122462391, Fort Bend County, TX",29.558598,-95.698718
BRZ-00275,"NSI Structure 124252349, Harris County, TX",29.677138,-95.612691
BRZ-00276,"NSI Structure 122444973, Fort Bend County, TX",29.668334,-95.630946
BRZ-00277,"NSI Structure 124313805, Harris County, TX",29.691531,-95.601007
BRZ-00278,"NSI Structure 122622585, Fort Bend County, TX",29.532977,-95.713861
BRZ-00279,"NSI Structure 122583002, Fort Bend County, TX",29.6947,-95.667448
BRZ-00280,"NSI Structure 122595651, Fort Bend County, TX",29.686849,-95.82206
BRZ-00281,"NSI Structure 122494712, Fort Bend County, TX",29.697456,-95.821641
BRZ-00282,"NSI Structure 122605474, Fort Bend County, TX",29.553628,-95.793705
BRZ-00283,"NSI Structure 122491187, Fort Bend County, TX",29.695,-95.800611
BRZ-00284,"NSI Structure 122525326, Fort Bend County, TX",29.566571,-95.681811
BRZ-00285,"NSI Structure 122500352, Fort Bend County, TX",29.711098,-95.830901
BRZ-00286,"NSI Structure 122616447, Fort Bend County, TX",29.618695,-95.733178
BRZ-00287,"NSI Structure 122484496, Fort Bend County, TX",29.587578,-95.777006
BRZ-00288,"NSI Structure 124509101, Harris County, TX",29.701483,-95.615641
BRZ-00289,"NSI Structure 124364270, Harris County, TX",29.667618,-95.603903
BRZ-00290,"NSI Structure 122526886, Fort Bend County, TX",29.701713,-95.697234
BRZ-00291,"NSI Structure 122681467, Fort Bend County, TX",29.59975,-95.607569
BRZ-00292,"NSI Structure 122559584, Fort Bend County, TX",29.562615,-95.808704
BRZ-00293,"NSI Structure 122623689, Fort Bend County, TX",29.521332,-95.719255
BRZ-00294,"NSI Structure 122470653, Fort Bend County, TX",29.684588,-95.728317
BRZ-00295,"NSI Structure 122559827, Fort Bend County, TX",29.71803,-95.813292
BRZ-00296,"NSI Structure 123499007, Harris County, TX",29.707698,-95.648169
BRZ-00297,"NSI Structure 123318874, Harris County, TX",29.682377,-95.623728
BRZ-00298,"NSI Structure 122491117, Fort Bend County, TX",29.687512,-95.803774
BRZ-00299,"NSI Structure 122486359, Fort Bend County, TX",29.697311,-95.787309
BRZ-00300,"NSI Structure 122470070, Fort Bend County, TX",29.565115,-95.728567
BRZ-00301,"NSI Structure 122624291, Fort Bend County, TX",29.531964,-95.732021
BRZ-00302,"NSI Structure 122501898, Fort Bend County, TX",29.71228,-95.853631
BRZ-00303,"NSI Structure 122537431, Fort Bend County, TX",29.545621,-95.783806
BRZ-00304,"NSI Structure 122512383, Fort Bend County, TX",29.663362,-95.887884
BRZ-00305,"NSI Structure 122596524, Fort Bend County, TX",29.671236,-95.635607
BRZ-00306,"NSI Structure 122533827, Fort Bend County, TX",29.660592,-95.751568
BRZ-00307,"NSI Structure 122521333, Fort Bend County, TX",29.686645,-95.661966
BRZ-00308,"NSI Structure 122477953, Fort Bend County, TX",29.687264,-95.758075
BRZ-00309,"NSI Structure 124737070, Harris County, TX",29.701009,-95.605756
BRZ-00310,"NSI Structure 122534544, Fort Bend County, TX",29.7138,-95.756879
BRZ-00311,"NSI Structure 122472370, Fort Bend County, TX",29.680521,-95.732807
BRZ-00312,"NSI Structure 123891100, Harris County, TX",29.702316,-95.613703
BRZ-00313,"NSI Structure 123497387, Harris County, TX",29.681126,-95.631838
BRZ-00314,"NSI Structure 122461174, Fort Bend County, TX",29.561432,-95.697459
BRZ-00315,"NSI Structure 122470299, Fort Bend County, TX",29.647269,-95.72969
BRZ-00316,"NSI Structure 124056288, Harris County, TX",29.682205,-95.609994
BRZ-00317,"NSI Structure 122579443, Fort Bend County, TX",29.697556,-95.783689
BRZ-00318,"NSI Structure 122481966, Fort Bend County, TX",29.637914,-95.765121
BRZ-00319,"NSI Structure 122448972, Fort Bend County, TX",29.640851,-95.655834
BRZ-00320,"NSI Structure 122612821, Fort Bend County, TX",29.701895,-95.674684
BRZ-00321,"NSI Structure 122618241, Fort Bend County, TX",29.556195,-95.815132
BRZ-00322,"NSI Structure 124405863, Harris County, TX",29.688407,-95.61025
BRZ-00323,"NSI Structure 122625933, Fort Bend County, TX",29.487053,-95.76226
BRZ-00324,"NSI Structure 122528070, Fort Bend County, TX",29.560533,-95.709511
BRZ-00325,"NSI Structure 122545737, Fort Bend County, TX",29.710067,-95.861296
BRZ-00326,"NSI Structure 122597348, Fort Bend County, TX",29.569471,-95.689709
BRZ-00327,"NSI Structure 122443315, Fort Bend County, TX",29.626575,-95.628344
BRZ-00328,"NSI Structure 122583668, Fort Bend County, TX",29.658386,-95.6853
BRZ-00329,"NSI Structure 124715634, Harris County, TX",29.714672,-95.673863
BRZ-00330,"NSI Structure 122468443, Fort Bend County, TX",29.635606,-95.722755
BRZ-00331,"NSI Structure 122482426, Fort Bend County, TX",29.653108,-95.764594
BRZ-00332,"NSI Structure 124737325, Harris County, TX",29.689984,-95.613342
BRZ-00333,"NSI Structure 122475048, Fort Bend County, TX",29.671862,-95.740206
BRZ-00334,"NSI Structure 122584033, Fort Bend County, TX",29.660214,-95.703226
BRZ-00335,"NSI Structure 122550498, Fort Bend County, TX",29.682602,-95.666536
BRZ-00336,"NSI Structure 122566278, Fort Bend County, TX",29.584262,-95.673622
