property_id,address,latitude,longitude,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,dem_resolution_m,depth_lower_ft,depth_upper_ft,depth_ci_ft
NRIV-00093,"110 Casino Rd, Woodburn NSW",-29.068067,153.35604,1.0,4.53,0,0,0.0,2.59,7.429,30,0.0,20.0,19.73
NRIV-00094,"177 Wyrallah Rd, Woodburn NSW",-29.070994,153.363301,0.9222,6.69,0,0,0.0,2.107,1.98,30,0.0,20.0,19.71
NRIV-00095,"150 Casino Rd, Woodburn NSW",-29.06885,153.375505,1.0,4.47,0,1,1.0,2.238,4.864,30,0.0,20.0,19.72
NRIV-00096,"79 Pacific Hwy, Woodburn NSW",-29.07044,153.381843,0.0,0.0,0,0,0.0,0.0,49.877,30,0.0,0.0,0.0
NRIV-00097,"11 Pacific Hwy, Woodburn NSW",-29.067436,153.393684,0.0,0.0,0,0,0.0,0.126,1.345,30,0.0,0.0,0.0
NRIV-00098,"27 Pacific Hwy, Woodburn NSW",-29.070192,153.400665,0.0,0.0,0,0,0.0,0.0,2.571,30,0.0,0.0,0.0
NRIV-00099,"105 Bagotville Rd, Woodburn NSW",-29.067912,153.41237,0.0,0.0,0,1,0.0,0.0,2.778,30,0.0,0.0,0.0
NRIV-00100,"61 Wyrallah Rd, Woodburn NSW",-29.068034,153.421703,0.0,0.0,0,0,0.0,0.0,2.099,30,0.0,0.0,0.0
NRIV-00101,"106 River Rd, Coraki NSW",-29.056805,153.201243,0.0,0.0,0,0,0.0,0.0,47.743,30,0.0,0.0,0.0
NRIV-00102,"201 Codrington Rd, Coraki NSW",-29.059992,153.210865,0.0,0.0,0,0,0.0,0.0,45.09,30,0.0,0.0,0.0
NRIV-00103,"208 Bridge St, Coraki NSW",-29.057501,153.21979,0.0,0.0,0,0,0.0,0.0,21.013,30,0.0,0.0,0.0
NRIV-00104,"28 Codrington Rd, Coraki NSW",-29.059642,153.228649,0.0,0.0,0,0,0.0,0.0,44.681,30,0.0,0.0,0.0
NRIV-00105,"57 Bridge St, Coraki NSW",-29.057221,153.238101,0.6011,1.58,0,0,0.0,0.722,9.735,30,0.0,20.0,19.69
NRIV-00106,"79 Bridge St, Coraki NSW",-29.057443,153.245675,1.0,1.5,0,0,0.0,0.708,1.936,30,0.0,20.0,19.69
NRIV-00107,"103 Pacific Hwy, Coraki NSW",-29.059818,153.25564,0.6854,1.58,0,0,0.0,1.323,9.035,30,0.0,20.0,19.7
NRIV-00108,"198 Mill Rd, Coraki NSW",-29.059595,153.262444,1.0,3.94,0,0,0.0,1.264,1.31,30,0.0,20.0,19.7
NRIV-00109,"174 Casino Rd, Coraki NSW",-29.059305,153.273371,0.0,0.0,0,0,0.0,0.072,16.325,30,0.0,0.0,0.0
NRIV-00110,"67 Wyrallah Rd, Coraki NSW",-29.059385,153.28061,0.0,0.0,0,0,0.0,0.0,23.203,30,0.0,0.0,0.0
NRIV-00111,"10 Richmond Tce, Coraki NSW",-29.058387,153.293601,0.0867,16.83,0,0,0.0,0.392,0.008,30,0.0,20.0,19.69
NRIV-00112,"202 Pacific Hwy, Woodburn NSW",-29.058323,153.300216,0.7607,15.98,0,0,0.0,2.274,0.595,30,0.0,20.0,19.72
NRIV-00113,"30 Codrington Rd, Woodburn NSW",-29.058964,153.311937,0.0,0.0,0,0,0.0,0.0,9.611,30,0.0,0.0,0.0
NRIV-00114,"12 Wilson St, Woodburn NSW",-29.057112,153.317927,1.0,3.08,0,0,0.0,1.681,4.27,30,0.0,20.0,19.7
NRIV-00115,"207 Casino Rd, Woodburn NSW",-29.058965,153.328413,0.0901,9.66,0,0,0.0,0.369,0.001,30,0.0,20.0,19.69
NRIV-00116,"189 Tuckombil Rd, Woodburn NSW",-29.057962,153.339261,0.8985,2.03,0,0,0.0,1.328,5.477,30,0.0,20.0,19.7
NRIV-00117,"171 Pacific Hwy, Woodburn NSW",-29.059922,153.346392,1.0,4.89,0,0,0.0,2.139,1.741,30,0.0,20.0,19.71
NRIV-00118,"32 Wilson St, Woodburn NSW",-29.058217,153.356487,1.0,5.25,0,0,0.0,1.914,2.946,30,0.0,20.0,19.71
NRIV-00119,"171 Codrington Rd, Woodburn NSW",-29.057109,153.365028,1.0,4.95,0,0,0.0,1.779,4.164,30,0.0,20.0,19.71
NRIV-00120,"142 Wyrallah Rd, Woodburn NSW",-29.059405,153.374956,0.3636,11.62,0,0,0.0,0.776,6.922,30,0.0,20.0,19.69
NRIV-00121,"98 Tuckombil Rd, Woodburn NSW",-29.059942,153.383993,0.0,0.0,1,0,0.0,0.0,128.432,30,0.0,0.0,0.0
NRIV-00122,"146 Mill Rd, Woodburn NSW",-29.057717,153.391196,0.7891,2.33,0,0,0.0,1.275,5.212,30,0.0,20.0,19.7
NRIV-00123,"78 Mill Rd, Woodburn NSW",-29.059085,153.403002,0.0,0.0,0,0,0.0,0.0,6.697,30,0.0,0.0,0.0
NRIV-00124,"156 Tuckombil Rd, Woodburn NSW",-29.059869,153.411976,0.0,0.0,0,0,0.0,0.0,1.042,30,0.0,0.0,0.0
NRIV-00125,"173 Bridge St, Woodburn NSW",-29.059421,153.419767,0.0,0.0,0,0,0.0,0.0,8.245,30,0.0,0.0,0.0
NRIV-00126,"204 Wilson St, Coraki NSW",-29.048342,153.201175,0.0,0.0,0,0,0.0,0.0,35.387,30,0.0,0.0,0.0
NRIV-00127,"132 Tuckombil Rd, Coraki NSW",-29.049708,153.207506,0.0,0.0,0,0,0.0,0.0,29.015,30,0.0,0.0,0.0
NRIV-00128,"210 Bridge St, Coraki NSW",-29.047855,153.217674,0.0,0.0,0,0,0.0,0.0,13.939,30,0.0,0.0,0.0
NRIV-00129,"51 Wyrallah Rd, Coraki NSW",-29.047696,153.226399,0.0,0.0,0,0,0.0,0.0,42.086,30,0.0,0.0,0.0
NRIV-00130,"122 Bagotville Rd, Coraki NSW",-29.050289,153.235646,1.0,5.96,0,0,0.0,2.479,3.03,30,0.0,20.0,19.72
NRIV-00131,"107 Tuckombil Rd, Coraki NSW",-29.046988,153.244125,0.6085,4.54,0,0,0.0,1.244,17.207,30,0.0,20.0,19.69
NRIV-00132,"99 Molesworth St, Coraki NSW",-29.048084,153.255873,1.0,2.84,0,0,0.0,1.686,6.575,30,0.0,20.0,19.7
NRIV-00133,"177 River Rd, Coraki NSW",-29.048788,153.262757,1.0,2.21,0,0,0.0,0.899,2.655,30,0.0,20.0,19.69
NRIV-00134,"28 Codrington Rd, Coraki NSW",-29.046816,153.274775,0.8197,5.63,0,0,0.0,1.997,2.608,30,0.0,20.0,19.71
NRIV-00135,"179 Casino Rd, Coraki NSW",-29.049512,153.283716,1.0,4.05,0,0,0.0,1.072,2.973,30,0.0,20.0,19.69
NRIV-00136,"218 Richmond Tce, Coraki NSW",-29.048529,153.291896,0.7487,5.77,0,0,0.0,2.448,9.992,30,0.0,20.0,19.72
NRIV-00137,"171 Casino Rd, Coraki NSW",-29.048561,153.302039,1.0,7.35,0,0,0.0,3.251,4.439,30,0.0,20.0,19.75
NRIV-00138,"194 Molesworth St, Woodburn NSW",-29.046436,153.310382,1.0,3.79,0,0,0.0,2.105,6.057,30,0.0,20.0,19.71
NRIV-00139,"130 Codrington Rd, Woodburn NSW",-29.047936,153.320044,0.5139,2.84,0,0,0.0,2.731,13.403,30,0.0,20.0,19.73
NRIV-00140,"41 Wilson St, Woodburn NSW",-29.047065,153.328525,1.0,2.73,0,0,0.0,2.02,3.441,30,0.0,20.0,19.71
NRIV-00141,"193 Bridge St, Woodburn NSW",-29.046941,153.3373,0.7431,5.02,0,0,0.0,1.539,8.273,30,0.0,20.0,19.7
NRIV-00142,"200 Casino Rd, Woodburn NSW",-29.047028,153.345776,1.0,4.82,0,0,0.0,1.972,4.246,30,0.0,20.0,19.71
NRIV-00143,"113 Richmond Tce, Woodburn NSW",-29.048449,153.35479,1.0,1.9,0,0,0.0,2.462,8.131,30,0.0,20.0,19.72
NRIV-00144,"86 Pacific Hwy, Woodburn NSW",-29.047533,153.363938,1.0,3.29,0,0,0.0,1.336,2.9,30,0.0,20.0,19.7
NRIV-00145,"39 Bridge St, Woodburn NSW",-29.046815,153.372489,1.0,3.08,0,0,0.0,1.63,4.546,30,0.0,20.0,19.7
NRIV-00146,"55 Richmond Tce, Woodburn NSW",-29.048855,153.381945,0.1824,10.41,0,1,0.8006,0.213,0.075,30,0.0,20.0,19.69
NRIV-00147,"120 Codrington Rd, Woodburn NSW",-29.048728,153.391824,0.9046,4.34,0,0,0.0,1.985,2.379,30,0.0,20.0,19.71
NRIV-00148,"100 Bagotville Rd, Woodburn NSW",-29.050138,153.402998,0.0,0.0,0,0,0.0,0.0,10.753,30,0.0,0.0,0.0
NRIV-00149,"196 Bagotville Rd, Woodburn NSW",-29.046603,153.408911,0.0,0.0,0,0,0.0,0.0,1.861,30,0.0,0.0,0.0
NRIV-00150,"91 Mill Rd, Woodburn NSW",-29.048866,153.418024,0.0,0.0,0,0,0.0,0.0,2.924,30,0.0,0.0,0.0
NRIV-00151,"214 Codrington Rd, Coraki NSW",-29.037051,153.201414,0.0,0.0,0,0,0.0,0.068,20.121,30,0.0,0.0,0.0
NRIV-00152,"205 Bagotville Rd, Coraki NSW",-29.037912,153.210105,0.7321,1.63,0,0,0.0,0.662,8.183,30,0.0,20.0,19.69
NRIV-00153,"70 Codrington Rd, Coraki NSW",-29.036473,153.218286,1.0,2.65,0,0,0.0,0.661,1.363,30,0.0,20.0,19.69
NRIV-00154,"172 Tuckombil Rd, Coraki NSW",-29.038122,153.227055,1.0,2.15,0,0,0.0,1.086,2.758,30,0.0,20.0,19.69
NRIV-00155,"216 Molesworth St, Coraki NSW",-29.036872,153.237563,1.0,3.54,0,0,0.0,1.294,4.17,30,0.0,20.0,19.7
NRIV-00156,"137 River Rd, Coraki NSW",-29.036386,153.247756,0.9084,3.34,0,0,0.0,2.698,7.342,30,0.0,20.0,19.73
NRIV-00157,"170 River Rd, Coraki NSW",-29.036437,153.255368,1.0,1.89,0,0,0.0,1.249,3.514,30,0.0,20.0,19.69
NRIV-00158,"119 Wyrallah Rd, Coraki NSW",-29.039729,153.263881,0.808,6.52,1,0,0.0,2.105,6.923,30,0.0,20.0,19.71
NRIV-00159,"55 Molesworth St, Coraki NSW",-29.039863,153.27285,1.0,1.28,0,0,0.0,1.073,3.388,30,0.0,20.0,19.69
NRIV-00160,"98 Mill Rd, Coraki NSW",-29.038757,153.283545,0.0,0.0,0,0,0.0,0.0,11.284,30,0.0,0.0,0.0
NRIV-00161,"65 Richmond Tce, Coraki NSW",-29.037056,153.292994,1.0,1.89,0,0,0.0,0.699,1.629,30,0.0,20.0,19.69
NRIV-00162,"14 Pacific Hwy, Coraki NSW",-29.038183,153.301829,1.0,1.32,0,0,0.0,0.429,0.937,30,0.0,20.0,19.69
NRIV-00163,"167 River Rd, Coraki NSW",-29.039168,153.308274,1.0,7.32,0,0,0.0,2.121,0.859,30,0.0,20.0,19.71
NRIV-00164,"52 River Rd, Woodburn NSW",-29.037048,153.320965,1.0,4.4,0,0,0.0,1.611,1.847,30,0.0,20.0,19.7
NRIV-00165,"122 Tuckombil Rd, Woodburn NSW",-29.037579,153.327288,0.9801,7.53,0,0,0.0,1.446,6.041,30,0.0,20.0,19.7
NRIV-00166,"120 Wilson St, Woodburn NSW",-29.039607,153.339291,1.0,1.68,0,0,0.0,2.518,9.02,30,0.0,20.0,19.73
NRIV-00167,"156 Bagotville Rd, Woodburn NSW",-29.03904,153.346142,1.0,5.14,0,0,0.0,2.235,3.458,30,0.0,20.0,19.72
NRIV-00168,"200 Wyrallah Rd, Woodburn NSW",-29.03621,153.356707,1.0,3.94,0,0,0.0,2.27,3.716,30,0.0,20.0,19.72
NRIV-00169,"7 Mill Rd, Woodburn NSW",-29.036206,153.363432,0.1747,1.16,0,0,0.0,0.687,7.374,30,0.0,20.0,19.69
NRIV-00170,"97 Codrington Rd, Woodburn NSW",-29.037761,153.375799,0.2743,9.68,0,0,0.0,0.918,0.559,30,0.0,20.0,19.69
NRIV-00171,"152 Wilson St, Woodburn NSW",-29.036299,153.382127,1.0,3.96,0,0,0.0,1.684,6.065,30,0.0,20.0,19.7
NRIV-00172,"179 Mill Rd, Woodburn NSW",-29.036742,153.391471,0.0,0.0,0,0,0.0,0.0,62.88,30,0.0,0.0,0.0
NRIV-00173,"31 Bagotville Rd, Woodburn NSW",-29.036663,153.402068,0.0,0.0,0,0,0.0,0.0,10.273,30,0.0,0.0,0.0
NRIV-00174,"110 Tuckombil Rd, Woodburn NSW",-29.036934,153.410222,0.0,0.0,0,0,0.0,0.0,10.72,30,0.0,0.0,0.0
NRIV-00175,"88 River Rd, Woodburn NSW",-29.038582,153.420024,0.0,0.0,0,0,0.0,0.0,16.083,30,0.0,0.0,0.0
NRIV-00176,"28 Codrington Rd, Coraki NSW",-29.026344,153.201289,0.0,0.0,0,0,0.0,0.0,54.7,30,0.0,0.0,0.0
NRIV-00177,"213 Molesworth St, Coraki NSW",-29.025899,153.209709,0.0,0.0,0,0,0.0,0.0,37.417,30,0.0,0.0,0.0
NRIV-00178,"188 Casino Rd, Coraki NSW",-29.026913,153.218075,0.0,0.0,0,0,0.0,0.0,93.407,30,0.0,0.0,0.0
NRIV-00179,"207 Casino Rd, Coraki NSW",-29.02588,153.22658,0.6223,7.49,0,0,0.0,3.095,20.519,30,0.0,20.0,19.75
NRIV-00180,"212 Wilson St, Coraki NSW",-29.026643,153.236526,0.1162,10.21,0,0,0.0,0.511,9.894,30,0.0,20.0,19.69
