property_id,address,hwm_id,site_id,latitude,longitude,surveyed_ft,hwm_quality,hwm_type,hwm_environment,waterbody,flag_date,survey_date,base_mean_db_mean,base_mean_db_min,base_std_db_mean,base_std_db_min,hand_ft_mean,hand_ft_min,perm_water_mean,perm_water_min,slope_deg_mean,slope_deg_min,vv_20170829_mean,vv_20170829_min,vv_db_mean,vv_db_min,z_20170829_mean,z_20170829_min,z_mean,z_min,pass_absolute,pass_change,pass_slope,pass_not_perm,pass_all
25175,HWM 25175,25175,23179,29.88837,-95.57372,1.2,Excellent: +/- 0.05 ft,Seed line,Riverine,White Oak Bayou Trib,2017-09-25T05:00:00,2017-09-26T05:00:00,-10.364156502651042,-11.709457721472058,0.8970880412069963,0.6392097512068803,0.2610439227329834,0.0,0.0,0,1.8596677649019193,0.21502231480381367,-9.321935764489043,-10.001610202631515,-9.321935764489043,-10.001610202631515,1.1634678639378935,0.07384367464019867,1.1634678639378935,0.07384367464019867,False,False,True,True,False
25184,HWM 25184,25184,23184,29.75367,-95.54056,2.0,Excellent: +/- 0.05 ft,Seed line,Riverine,Buffalo Bayou,2017-09-26T05:00:00,2017-09-26T05:00:00,-9.88811741844979,-10.918623203662554,0.6856596471768508,0.5694794882927495,10.870725359925164,0.6561705030822754,0.0,0,4.329202117916922,0.2547891200417815,-7.750864220484152,-9.347378580727328,-7.750864220484152,-9.347378580727328,2.6549602044882774,0.7648771014202604,2.6549602044882774,0.7648771014202604,False,False,True,True,False
25187,HWM 25187,25187,23186,29.86273,-95.46898,1.9,Excellent: +/- 0.05 ft,Seed line,Riverine,White Oak Bayou,2017-09-27T05:00:00,2017-09-27T05:00:00,-10.976353977801484,-11.99576184906507,0.8303655765826464,0.6709821914270574,3.774586882637468,0.0,0.0,0,2.022502470631047,0.1337490844790249,-10.342345509522742,-12.673733826705732,-10.342345509522742,-12.673733826705732,0.7589641742906721,-0.8332370651470693,0.7589641742906721,-0.8332370651470693,False,False,True,True,False
25189,HWM 25189,25189,23188,29.826044,-95.481466,1.1,Good: +/- 0.10 ft,Seed line,Riverine,Brickhouse Gully,2017-09-27T05:00:00,2017-09-27T05:00:00,-9.916781646275659,-12.292137399679634,0.9792679899421957,0.6766346639786993,0.2753480092910417,0.0,0.0,0,2.9205378050395745,0.23697107484678176,-7.656541616269433,-11.255479435858938,-7.656541616269433,-11.255479435858938,2.3471672815032987,0.6977423952469812,2.3471672815032987,0.6977423952469812,False,False,True,True,False
25201,HWM 25201,25201,23196,29.77798,-95.48255,1.9,Excellent: +/- 0.05 ft,Seed line,Riverine,Spring Branch Bayou,2017-09-28T05:00:00,2017-09-28T05:00:00,-9.062200014054358,-10.924759936129913,0.8543113926083725,0.6020859394032972,3.3734675861014476,0.0,0.0,0,9.693180618928675,0.12773041963900345,-7.851861398352099,-10.306975482773485,-7.851861398352099,-10.306975482773487,1.349349364299355,-1.6354783883015456,1.349349364299355,-1.6354783883015473,False,False,True,True,False
22611,HWM 22611,22611,21791,29.721307,-95.565625,5.21,Good: +/- 0.10 ft,Seed line,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,-10.116271735388992,-12.278739281896216,0.816367528697095,0.6147258012483763,0.1448351031328757,0.0,0.0,0,4.750719397405205,0.3280726923373586,-8.79863255777547,-10.632081751033787,-8.79863255777547,-10.632081751033787,1.5352247877209295,-0.23701056915796936,1.5352247877209295,-0.23701056915796936,False,False,True,True,False
22621,HWM 22621,22621,21791,29.7212186,-95.565607,8.5,Good: +/- 0.10 ft,Seed line,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,-10.38086403128237,-12.278739281896216,0.8313460655777948,0.6147258012483763,0.21579108815876089,0.0,0.0,0,4.99686257346184,0.44832016465288366,-9.050951631119077,-10.632081751033787,-9.050951631119077,-10.632081751033787,1.531569717116301,-0.19412018703007453,1.531569717116301,-0.19412018703007453,False,False,True,True,False
22676,HWM 22676,22676,21825,29.99411,-95.54108,5.34,Fair: +/- 0.20 ft,Debris,Riverine,Cypress Cr,2017-09-13T05:00:00,2017-09-13T05:00:00,-10.52204589855114,-13.171733881208135,0.845118436583202,0.6495189328248616,8.741958103032037,4.265089496917724,0.0,0,1.1936094424158834,0.2157556447303338,-6.877242044696907,-13.714110467595882,-6.877242044696907,-13.714110467595882,4.070516101831046,-1.359530185895288,4.070516101831046,-1.359530185895288,False,False,True,True,False
25182,HWM 25182,25182,23183,29.76639,-95.57567,0.6,Fair: +/- 0.20 ft,Seed line,Riverine,White Oak Bayou,2017-09-26T05:00:00,2017-09-26T05:00:00,-10.099511483207488,-11.318422059790718,0.9956922981118879,0.6391822092442623,10.502834628529298,0.0,0.0,0,2.358201967407425,0.09782609911620781,-9.11463560743197,-10.500878505218534,-9.11463560743197,-10.500878505218534,1.1714115834169245,-0.5359309623183464,1.1714115834169245,-0.5359309623183464,False,False,True,True,False
22249,HWM 22249,22249,21557,29.8575,-95.62362,2.69,Good: +/- 0.10 ft,Seed line,Riverine,Langham Cr.,2017-09-11T05:00:00,2017-09-11T05:00:00,-10.603663362431483,-12.087777916230705,0.7209819588351974,0.5646722184965008,13.44212764872862,6.889771509246826,0.0,0,0.738342493722999,0.21756735802093094,-6.34068853555476,-7.885699971349191,-6.34068853555476,-7.885699971349191,5.235123357040281,1.9141572029441603,5.235123357040281,1.9141572029441603,False,False,True,True,False
22251,HWM 22251,22251,21558,29.84466,-95.637,2.18,Good: +/- 0.10 ft,Seed line,Riverine,Bear Cr,2017-09-11T05:00:00,2017-09-11T05:00:00,-10.120856400208483,-11.11262418717262,0.8496840462107077,0.5832662319365665,1.9118234730433703,1.3123410061645508,0.0,0,1.3993171345027284,0.13560676012547254,-8.461316924064901,-9.846972906084158,-8.461316924064901,-9.846972906084158,1.9465350663969112,-0.45285769597504905,1.9465350663969112,-0.45285769597504905,False,False,True,True,False
22252,HWM 22252,22252,21559,29.83113,-95.64628,5.0,Good: +/- 0.10 ft,Seed line,Riverine,Bear Creek,2017-09-11T05:00:00,2017-09-11T05:00:00,-6.435007822272794,-10.768531302877513,0.8288768320831654,0.6258176607172624,3.825706978090505,0.0,0.0,0,0.5980776768152707,0.2137683004458215,-3.9829412263356985,-8.506170123036046,-3.9829412263356985,-8.506170123036046,2.845234461243204,1.18472084218109,2.845234461243204,1.18472084218109,False,False,True,True,False
22253,HWM 22253,22253,21560,29.83597,-95.63039,8.4,Good: +/- 0.10 ft,Seed line,Riverine,Langham Cr,2017-09-11T05:00:00,2017-09-11T05:00:00,-11.954386277260497,-14.852418576178952,0.9034975535281987,0.6881908543892524,10.685519295829973,7.545929496917725,0.0,0,0.7263542320126386,0.06440290149843357,-10.438141406161325,-16.003286008616435,-10.438141406161325,-16.003286008616435,1.6559458665110587,-1.3681937082919466,1.6559458665110587,-1.3681937082919466,True,False,True,True,False
21855,HWM 21855,21855,21336,29.71693,-95.74408,2.73,Fair: +/- 0.20 ft,Stain line,Riverine,Buffalo Bayou,2017-09-09T05:00:00,2017-09-09T05:00:00,-11.446692782250963,-13.024393425716232,0.8877542031210073,0.6985710260400497,6.508990179986984,0.0,0.0,0,0.6053216427243077,0.11652016387430518,-8.908858690561402,-11.920969130545409,-8.908858690561402,-11.920969130545409,2.7762951190195495,0.1415940225112977,2.7762951190195495,0.1415940225112977,False,False,True,True,False
21856,HWM 21856,21856,21336,29.71575,-95.74281,1.33,Fair: +/- 0.20 ft,Seed line,Riverine,Buffalo Bayou,2017-09-09T05:00:00,2017-09-09T05:00:00,-8.868225073661748,-10.036646138531474,0.6611875312195883,0.4565009127177806,17.130943391042297,13.451445251541138,0.0,0,0.34096505471946603,0.0858780843310189,-4.099622286602211,-7.842971598398378,-4.099622286602211,-7.842971598398378,5.928990664152531,2.634481004251135,5.928990664152531,2.634481004251135,False,False,True,True,False
21859,HWM 21859,21859,21341,29.77655,-95.68803,1.6,Fair: +/- 0.20 ft,Seed line,Riverine,Buffalo Bayou,2017-09-09T05:00:00,2017-09-09T05:00:00,-13.015181857358865,-14.156889151580792,0.9041472621209427,0.7805233543165162,34.601209150380036,24.6063,0.0,0,0.4908261215237409,0.13080354514361847,-10.09749552915178,-14.889315482605355,-10.09749552915178,-14.889315482605355,3.25716598610136,-1.7306241177683113,3.25716598610136,-1.7306241177683113,False,False,True,True,False
21864,HWM 21864,21864,21341,29.77657,-95.68904,1.52,Good: +/- 0.10 ft,Seed line,Riverine,Buffalo Bayou,2017-09-09T05:00:00,2017-09-09T05:00:00,-10.422057385518533,-11.338274420994283,1.0258323342725941,0.7407949391551798,10.435527508142666,8.858270503082275,0.0,0,0.7080381871045477,0.047645465544425676,-4.341915677819489,-7.65282509427245,-4.341915677819489,-7.65282509427245,5.969686887970962,3.7424657877452954,5.969686887970962,3.7424657877452954,False,False,True,True,False
21865,HWM 21865,21865,21342,29.76068,-95.70302,2.72,Good: +/- 0.10 ft,Seed line,Riverine,Buffalo Bayou,2017-09-09T05:00:00,2017-09-09T05:00:00,-9.102951568277295,-9.776969084908808,0.8994625053308408,0.7832350105260554,31.93316756262415,22.30971575462341,0.0,0,0.8966261046344091,0.2101907963875039,-5.100783011617797,-7.351651316420101,-5.100783011617797,-7.351651316420101,4.4671865239206765,2.189053052300786,4.4671865239206765,2.189053052300786,False,False,True,True,False
21872,HWM 21872,21872,21348,29.79984,-95.69312,5.74,Good: +/- 0.10 ft,Seed line,Riverine,South Mayde Creek,2017-09-09T05:00:00,2017-09-09T05:00:00,-11.279215650363001,-12.229847294943372,1.21188946959115,0.7813968394106311,4.098906675227305,1.64042,0.0,0,0.35134634348449023,0.07270368781644108,-9.38536162795881,-13.197224178791734,-9.38536162795881,-13.197224178791734,1.6086377096988078,-1.3327059791059532,1.6086377096988078,-1.3327059791059532,False,False,True,True,False
21873,HWM 21873,21873,21349,29.80842,-95.67383,5.96,Good: +/- 0.10 ft,Seed line,Riverine,South Mayde Creek,2017-09-09T05:00:00,2017-09-09T05:00:00,-11.519389770746535,-12.277538366139755,0.6920178974464631,0.5478964792208603,14.29018807715674,4.593174748458862,0.0,0,0.5199199064711211,0.12778430485395162,-8.665525474553839,-10.9938327381903,-8.665525474553839,-10.9938327381903,3.5245331587998368,0.9932517019615266,3.5245331587998368,0.9932517019615266,False,False,True,True,False
22787,HWM 22787,22787,21881,29.702005,-95.693301,1.52,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,-9.072295905872908,-10.913274886908447,0.7807967278362086,0.5811058031961308,5.554848279968395,4.593174748458862,0.0,0,0.7565203419048167,0.2003907761062666,-5.531487647148061,-6.66892328390385,-5.531487647148061,-6.66892328390385,4.19964917431532,2.231110109471764,4.19964917431532,2.231110109471764,False,False,True,True,False
22789,HWM 22789,22789,21881,29.701947,-95.693259,1.76,Good: +/- 0.10 ft,Debris,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,-9.031173845379751,-10.913274886908447,0.7644940535215989,0.5811058031961308,5.56784126606295,4.593174748458862,0.0,0,0.7606085113611195,0.2003907761062666,-5.529526111511164,-7.77243790157441,-5.529526111511164,-7.77243790157441,4.198722692158172,1.4131528233170387,4.198722692158172,1.4131528233170387,False,False,True,True,False
21661,HWM 21661,21661,21192,29.77505,-95.83514,5.12,Fair: +/- 0.20 ft,Vegetation line,Riverine,Willow Fork,2017-09-08T05:00:00,2017-09-08T05:00:00,-11.344336794581054,-11.691156318757567,0.7964511163042812,0.6841256828226053,0.688354845024091,0.0,0.0,0,3.0578687485647915,0.15000053883833456,-11.159726215562781,-13.628889004255106,-11.159726215562781,-13.628889004255106,0.21770098513301883,-2.4933248438172537,0.21770098513301883,-2.4933248438172537,False,True,True,True,False
22802,HWM 22802,22802,21889,29.703453,-95.694509,1.66,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,-9.282570199859084,-10.756128310551818,0.9459231096574199,0.6143785926024524,6.804110083021697,6.233594748458862,0.0,0,0.9263340533033684,0.11076314703656864,-3.849846263191941,-5.843668032840289,-3.849846263191941,-5.843668032840289,5.724093226159407,3.5418421323395717,5.724093226159407,3.5418421323395717,False,False,True,True,False
22803,HWM 22803,22803,21889,29.703405,-95.694521,1.62,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,-9.385958224386162,-10.756128310551818,0.9478749249999627,0.6143785926024524,6.820422311940961,6.233594748458862,0.0,0,0.9136562041818711,0.11076314703656864,-3.8554365785714446,-5.843668032840289,-3.8554365785714446,-5.843668032840289,5.825683486070498,3.5418421323395717,5.825683486070498,3.5418421323395717,False,False,True,True,False
22423,HWM 22423,22423,21686,29.94522,-95.65133,2.75,Poor: +/- 0.40 ft,Debris,Riverine,Cypress cr,2017-09-12T05:00:00,2017-09-12T05:00:00,-12.129981046313993,-13.622073689657695,1.1993582446605875,0.713377823123994,3.0743531027376734,2.952761006164551,0.0,0,0.5285664922891304,0.10464908817151669,-10.705329197350546,-11.987730287757554,-10.705329197350546,-11.987730287757554,1.2725895305465926,-0.2636434516579756,1.2725895305465926,-0.2636434516579756,False,False,True,True,False
22424,HWM 22424,22424,21687,29.9522,-95.64955,5.55,Poor: +/- 0.40 ft,Seed line,Riverine,Cypress Cr,2017-09-12T05:00:00,2017-09-12T05:00:00,-11.633234780988504,-12.743945119621664,1.011870199468456,0.7424978485519974,5.016033703379103,0.0,0.0,0,2.391766244639354,0.16406679333610347,-12.084812693167928,-15.987057966848576,-12.084812693167928,-15.987057966848576,-0.44353688033197813,-3.0031141883096972,-0.4435368803319784,-3.0031141883096972,False,True,True,True,False
22427,HWM 22427,22427,21691,29.99092,-95.65353,5.3,Poor: +/- 0.40 ft,Debris,Riverine,Little Cypress Cr,2017-09-12T05:00:00,2017-09-12T05:00:00,-10.975998520709904,-12.389067608117534,1.0438972888088633,0.7845032813924442,5.036205298608209,4.265089496917724,0.0,0,1.3205194467429402,0.1990955346283809,-7.356496280182212,-11.278089186354055,-7.356496280182211,-11.278089186354055,3.3038110324494188,-0.840886721942585,3.3038110324494188,-0.840886721942585,False,False,True,True,False
22019,HWM 22019,22019,21415,29.82303,-95.74633,1.95,Poor: +/- 0.40 ft,Debris,Riverine,South Mayde Cr,2017-09-10T05:00:00,2017-09-10T05:00:00,-13.376772139407633,-14.25302846726995,0.7822524473269464,0.646646608175447,4.553671167526155,0.0,0.0,0,2.223014984144801,0.24313686796549144,-13.912808967706727,-15.82144510866429,-13.912808967706727,-15.82144510866429,-0.6882083920788222,-3.5160345874910104,-0.6882083920788222,-3.5160345874910104,False,True,True,True,False
29143,HWM 29143,29143,25061,29.846791,-95.605332,1.8,Excellent: +/- 0.05 ft,Mud,Riverine,Lakes on Eldridge,2017-08-30T05:00:00,2018-05-15T05:00:00,-5.329975519235726,-9.838453172703455,1.1081817250304185,0.8453970116036829,4.058292431612422,3.9370105030822753,0.0,0,1.0931695883615078,0.08844624125777806,-3.693794268024867,-8.48633757140967,-3.693794268024867,-8.48633757140967,1.4950776920530442,-0.8805668622127791,1.4950776920530442,-0.8805668622127791,False,False,True,True,False
29144,HWM 29144,29144,25062,29.847128,-95.59905,3.5,Fair: +/- 0.20 ft,Mud,Riverine,Lakes on Eldridge,2017-08-30T05:00:00,2018-05-15T05:00:00,-9.352796521045653,-10.88303913272496,0.6858721187201686,0.45698115306758424,4.6680391501528575,4.265089496917724,0.0,0,0.9057480267977366,0.34964638339780113,-7.44059325614092,-10.161412481942138,-7.44059325614092,-10.161412481942138,2.3897125147555784,0.016889386263874415,2.3897125147555784,0.016889386263874415,False,False,True,True,False
29156,HWM 29156,29156,25062,29.847128,-95.59905,1.5,Good: +/- 0.10 ft,Seed line,Riverine,Lakes on Eldridge,2017-08-30T05:00:00,2018-05-15T05:00:00,-9.352796521045653,-10.88303913272496,0.6858721187201686,0.45698115306758424,4.6680391501528575,4.265089496917724,0.0,0,0.9057480267977366,0.34964638339780113,-7.44059325614092,-10.161412481942138,-7.44059325614092,-10.161412481942138,2.3897125147555784,0.016889386263874415,2.3897125147555784,0.016889386263874415,False,False,True,True,False
29146,HWM 29146,29146,25064,29.863403,-95.621546,1.8,Fair: +/- 0.20 ft,Seed line,Riverine,Horsepen Creek,2017-08-30T05:00:00,2018-05-15T05:00:00,-10.001862693939048,-11.59781277545593,0.9573758905257166,0.7466213367906779,17.88530655810125,15.748035754623412,0.0,0,1.153759355600241,0.258614366028588,-5.941578734527347,-8.198875598406257,-5.941578734527347,-8.198875598406257,4.392745448727271,1.2431698827781803,4.392745448727271,1.2431698827781803,False,False,True,True,False
33196,HWM 33196,33196,26212,29.77339,-95.640122,2.5,Unknown/Historical,Other,Riverine,Buffalo Bayou,2018-06-20T05:00:00,2018-06-20T05:00:00,-6.42750620619462,-8.465866429384787,0.7946779042314046,0.6292098386492773,0.8199539777852762,0.0,0.0,0,0.7026477699351961,0.24065352954024566,-4.1734634240710555,-7.617438618631035,-4.1734634240710555,-7.617438618631035,2.7295483923562625,0.35411672611256756,2.7295483923562625,0.35411672611256756,False,False,True,True,False
33271,HWM 33271,33271,26220,29.7680811,-95.5829731,1.0,Fair: +/- 0.20 ft,Other,Riverine,Buffalo Bayou,2018-06-21T05:00:00,2018-06-21T05:00:00,-8.31173394672948,-9.124335966974996,0.8273448426066042,0.6054881096568928,17.255465082281294,12.467195754623413,0.0,0,1.462497190144797,0.10350234220088332,-7.160188888449132,-8.634634973556507,-7.160188888449132,-8.634634973556507,1.3147850950424833,0.3899848161910931,1.3147850950424833,0.3899848161910931,False,False,True,True,False
33272,HWM 33272,33272,26220,29.7680811,-95.5829731,1.0,Fair: +/- 0.20 ft,Other,Riverine,Buffalo Bayou,2018-06-21T05:00:00,2018-06-21T05:00:00,-8.31173394672948,-9.124335966974996,0.8273448426066042,0.6054881096568928,17.255465082281294,12.467195754623413,0.0,0,1.462497190144797,0.10350234220088332,-7.160188888449132,-8.634634973556507,-7.160188888449132,-8.634634973556507,1.3147850950424833,0.3899848161910931,1.3147850950424833,0.3899848161910931,False,False,True,True,False
33273,HWM 33273,33273,26221,29.7663126,-95.5741365,2.4,Fair: +/- 0.20 ft,Other,Riverine,Buffalo Bayou,2018-06-21T05:00:00,2018-06-21T05:00:00,-9.870784366187335,-10.851503332147,0.7849298447626101,0.6374890581304081,6.117192858175717,0.0,0.0,0,0.9227283455945225,0.43155353286502934,-7.509391751124487,-9.798360809919629,-7.509391751124487,-9.798360809919629,2.763169623380937,0.05985730455791753,2.763169623380937,0.05985730455791753,False,False,True,True,False
33278,HWM 33278,33278,26224,29.76415,-95.56605,4.0,Fair: +/- 0.20 ft,Other,Riverine,Buffalo Bayou,2018-06-29T05:00:00,2018-06-29T05:00:00,-7.963817767358636,-9.014485318758352,1.060386322872592,0.613406548906128,10.914286834606715,0.0,0.0,0,1.5234735631416028,0.14852476131116388,-2.8837996708247093,-6.573009391799807,-2.8837996708247093,-6.573009391799807,5.058561057260542,2.5794030555181573,5.058561057260542,2.5794030555181573,False,False,True,True,False
33279,HWM 33279,33279,26224,29.76415,-95.56605,4.0,Fair: +/- 0.20 ft,Other,Riverine,Buffalo Bayou,2018-06-29T05:00:00,2018-06-29T05:00:00,-7.963817767358636,-9.014485318758352,1.060386322872592,0.613406548906128,10.914286834606715,0.0,0.0,0,1.5234735631416028,0.14852476131116388,-2.8837996708247093,-6.573009391799807,-2.8837996708247093,-6.573009391799807,5.058561057260542,2.5794030555181573,5.058561057260542,2.5794030555181573,False,False,True,True,False
