property_id,zip
HARV-00428,77007
HARV-00429,77007
HARV-00430,77401
HARV-00431,77401
HARV-00432,77401
HARV-00433,77401
HARV-00434,77401
HARV-00435,77401
HARV-00436,77096
HARV-00437,77096
HARV-00438,77096
HARV-00439,77096
HARV-00440,77096
HARV-00441,77096
HARV-00442,77096
HARV-00443,77096
HARV-00444,77096
HARV-00445,77096
HARV-00446,77096
HARV-00447,77054
HARV-00448,77098
HARV-00449,77031
HARV-00450,77019
HARV-00451,77056
HARV-00452,77056
HARV-00453,77006
HARV-00454,77007
HARV-00455,77007
HARV-00456,77007
HARV-00457,77025
HARV-00458,77025
HARV-00459,77025
HARV-00460,77004
HARV-00461,77005
HARV-00462,77072
HARV-00463,77024
HARV-00464,77096
HARV-00465,77057
HARV-00466,77057
HARV-00467,77057
HARV-00468,77079
HARV-00469,77056
HARV-00470,77056
HARV-00471,77056
HARV-00472,77056
HARV-00473,77401
HARV-00474,77007
HARV-00475,77007
HARV-00476,77099
HARV-00477,77024
HARV-00478,77478
HARV-00479,77007
HARV-00480,77007
HARV-00481,77007
HARV-00482,77007
HARV-00483,77007
HARV-00484,77007
HARV-00485,77007
HARV-00486,77007
HARV-00487,77024
HARV-00488,77006
HARV-00489,77057
HARV-00490,77057
HARV-00491,77043
HARV-00492,77036
HARV-00493,77005
HARV-00494,77099
HARV-00495,77054
HARV-00496,77035
HARV-00497,77054
HARV-00498,77096
HARV-00499,77085
HARV-00500,77085
HARV-00501,77085
HARV-00502,77401
HARV-00503,77401
HARV-00504,77004
HARV-00505,77005
HARV-00506,77071
HARV-00507,77024
HARV-00508,77030
HARV-00509,77478
HARV-00510,77056
HARV-00511,77004
HARV-00512,77074
HARV-00513,77072
HARV-00514,77005
HARV-00515,77007
HARV-00516,77007
HARV-00517,77056
HARV-00518,77007
HARV-00519,77007
HARV-00520,77007
HARV-00521,77007
HARV-00522,77056
HARV-00523,77007
HARV-00524,77007
HARV-00525,77007
HARV-00526,77057
HARV-00527,77007
HARV-00528,77054
HARV-00529,77081
HARV-00530,77019
HARV-00531,77098
HARV-00532,77005
HARV-00533,77478
HARV-00534,77478
HARV-00535,77478
HARV-00536,77036
HARV-00537,77056
HARV-00538,77036
HARV-00539,77063
HARV-00540,77005
HARV-00541,77005
HARV-00542,77098
HARV-00543,77024
HARV-00544,77098
HARV-00545,77036
HARV-00546,77007
HARV-00547,77043
HARV-00548,77079
HARV-00549,77072
HARV-00550,77057
HARV-00551,77096
HARV-00552,77098
HARV-00553,77007
HARV-00554,77056
HARV-00555,77056
HARV-00556,77056
HARV-00557,77056
HARV-00558,77056
HARV-00559,77056
HARV-00560,77056
HARV-00561,77056
HARV-00562,77056
HARV-00563,77056
HARV-00564,77019
HARV-00565,77056
HARV-00566,77056
HARV-00567,77056
HARV-00568,77036
HARV-00569,77054
HARV-00570,77007
HARV-00571,77024
HARV-00572,77057
HARV-00573,77056
HARV-00574,77072
HARV-00575,77024
HARV-00576,77024
HARV-00577,77096
HARV-00578,77098
HARV-00579,77024
HARV-00580,77096
HARV-00581,77042
HARV-00582,77063
HARV-00583,77099
HARV-00584,77036
HARV-00585,77027
HARV-00586,77007
HARV-00587,77007
HARV-00588,77007
HARV-00589,77007
HARV-00590,77006
HARV-00591,77006
HARV-00592,77007
HARV-00593,77074
HARV-00594,77085
HARV-00595,77006
HARV-00596,77098
HARV-00597,77006
HARV-00598,77006
HARV-00599,77036
HARV-00600,77063
HARV-00601,77072
HARV-00602,77036
HARV-00603,77036
HARV-00604,77056
HARV-00605,77042
HARV-00606,77024
HARV-00607,77024
HARV-00608,77024
HARV-00609,77024
HARV-00610,77024
HARV-00611,77024
HARV-00612,77024
HARV-00613,77024
HARV-00614,77024
HARV-00615,77024
HARV-00616,77024
HARV-00617,77024
HARV-00618,77055
HARV-00619,77055
HARV-00620,77006
HARV-00621,77477
HARV-00622,77477
HARV-00623,77024
HARV-00624,77056
HARV-00625,77055
HARV-00626,77004
HARV-00627,77054
HARV-00628,77030
HARV-00629,77043
HARV-00630,77042
HARV-00631,77036
HARV-00632,77025
HARV-00633,77098
HARV-00634,77055
HARV-00635,77057
HARV-00636,77055
HARV-00637,77098
HARV-00638,77036
HARV-00639,77036
HARV-00640,77036
HARV-00641,77489
HARV-00642,77030
HARV-00643,77030
HARV-00644,77054
HARV-00645,77054
HARV-00646,77054
HARV-00647,77054
HARV-00648,77025
HARV-00649,77025
HARV-00650,77025
HARV-00651,77054
HARV-00652,77027
HARV-00653,77055
HARV-00654,77055
HARV-00655,77057
HARV-00656,77054
HARV-00657,77055
HARV-00658,77024
HARV-00659,77007
HARV-00660,77006
HARV-00661,77006
HARV-00662,77081
HARV-00663,77063
HARV-00664,77056
HARV-00665,77019
HARV-00666,77085
HARV-00667,77007
HARV-00668,77098
HARV-00669,77056
HARV-00670,77056
HARV-00671,77008
HARV-00672,77098
HARV-00673,77019
HARV-00674,77006
HARV-00675,77024
HARV-00676,77079
HARV-00677,77079
HARV-00678,77079
HARV-00679,77079
HARV-00680,77079
HARV-00681,77079
HARV-00682,77079
HARV-00683,77079
HARV-00684,77079
HARV-00685,77079
HARV-00686,77079
HARV-00687,77079
HARV-00688,77079
HARV-00689,77008
HARV-00690,77081
HARV-00691,77079
HARV-00692,77054
HARV-00693,77401
HARV-00694,77036
HARV-00695,77096
HARV-00696,77046
HARV-00697,77046
HARV-00698,77007
HARV-00699,77007
HARV-00700,77056
HARV-00701,77056
HARV-00702,77056
HARV-00703,77057
HARV-00704,77401
HARV-00705,77005
HARV-00706,77043
HARV-00707,77024
HARV-00708,77019
HARV-00709,77007
HARV-00710,77027
HARV-00711,77056
HARV-00712,77056
HARV-00713,77056
HARV-00714,77056
HARV-00715,77056
HARV-00716,77056
HARV-00717,77056
HARV-00718,77056
HARV-00719,77056
HARV-00720,77056
HARV-00721,77056
HARV-00722,77007
HARV-00723,77005
HARV-00724,77477
HARV-00725,77057
HARV-00726,77478
HARV-00727,77035
HARV-00728,77077
HARV-00729,77043
HARV-00730,77077
HARV-00731,77027
HARV-00732,77019
HARV-00733,77079
HARV-00734,77099
HARV-00735,77057
HARV-00736,77057
HARV-00737,77055
HARV-00738,77056
HARV-00739,77057
HARV-00740,77047
HARV-00741,77047
HARV-00742,77047
HARV-00743,77047
HARV-00744,77047
HARV-00745,77047
HARV-00746,77047
HARV-00747,77047
HARV-00748,77047
HARV-00749,77047
HARV-00750,77047
HARV-00751,77047
HARV-00752,77047
HARV-00753,77047
HARV-00754,77047
HARV-00755,77047
HARV-00756,77047
HARV-00757,77047
HARV-00758,77047
HARV-00759,77047
HARV-00760,77047
HARV-00761,77047
HARV-00762,77047
HARV-00763,77047
HARV-00764,77047
HARV-00765,77047
HARV-00766,77047
HARV-00767,77047
HARV-00768,77047
HARV-00769,77047
HARV-00770,77047
HARV-00771,77047
HARV-00772,77047
HARV-00773,77047
HARV-00774,77047
HARV-00775,77047
HARV-00776,77047
HARV-00777,77047
HARV-00778,77047
HARV-00779,77047
HARV-00780,77072
HARV-00781,77006
HARV-00782,77030
HARV-00783,77007
HARV-00784,77042
HARV-00785,77007
HARV-00786,77074
HARV-00787,77063
HARV-00788,77063
HARV-00789,77006
HARV-00790,77007
HARV-00791,77024
HARV-00792,77055
HARV-00793,77055
HARV-00794,77027
HARV-00795,77027
HARV-00796,77008
HARV-00797,77019
HARV-00798,77055
HARV-00799,77008
HARV-00800,77043
HARV-00801,77005
HARV-00802,77081
HARV-00803,77027
HARV-00804,77024
HARV-00805,77007
HARV-00806,77057
HARV-00807,77056
HARV-00808,77056
HARV-00809,77056
HARV-00810,77027
HARV-00811,77054
HARV-00812,77098
HARV-00813,77025
HARV-00814,77007
HARV-00815,77025
HARV-00816,77056
HARV-00817,77008
HARV-00818,77008
HARV-00819,77027
HARV-00820,77099
HARV-00821,77098
HARV-00822,77027
HARV-00823,77055
HARV-00824,77055
HARV-00825,77051
HARV-00826,77005
HARV-00827,77030
HARV-00828,77030
HARV-00829,77057
HARV-00830,77057
HARV-00831,77057
HARV-00832,77057
HARV-00833,77057
HARV-00834,77057
HARV-00835,77057
HARV-00836,77057
HARV-00837,77057
HARV-00838,77057
HARV-00839,77057
HARV-00840,77057
HARV-00841,77057
HARV-00842,77057
HARV-00843,77057
HARV-00844,77057
HARV-00845,77057
HARV-00846,77057
HARV-00847,77057
HARV-00848,77057
HARV-00849,77057
HARV-00850,77057
HARV-00851,77057
HARV-00852,77057
HARV-00853,77027
HARV-00854,77071
HARV-00855,77098
HARV-00856,77056
HARV-00857,77043
HARV-00858,77009
HARV-00859,77007
HARV-00860,77007
HARV-00861,77007
HARV-00862,77007
HARV-00863,77007
HARV-00864,77007
HARV-00865,77030
HARV-00866,77030
HARV-00867,77030
HARV-00868,77030
HARV-00869,77030
HARV-00870,77401
HARV-00871,77074
HARV-00872,77074
HARV-00873,77074
HARV-00874,77074
HARV-00875,77030
HARV-00876,77007
HARV-00877,77007
HARV-00878,77007
HARV-00879,77007
HARV-00880,77007
HARV-00881,77007
HARV-00882,77007
HARV-00883,77019
HARV-00884,77019
HARV-00885,77096
HARV-00886,77096
HARV-00887,77096
HARV-00888,77096
HARV-00889,77096
HARV-00890,77096
HARV-00891,77096
HARV-00892,77096
HARV-00893,77096
HARV-00894,77096
HARV-00895,77096
HARV-00896,77096
HARV-00897,77096
HARV-00898,77096
HARV-00899,77096
HARV-00900,77098
HARV-00901,77057
HARV-00902,77057
HARV-00903,77057
HARV-00904,77099
HARV-00905,77031
HARV-00906,77007
HARV-00907,77063
HARV-00908,77098
HARV-00909,77056
HARV-00910,77056
HARV-00911,77056
HARV-00912,77056
HARV-00913,77056
HARV-00914,77007
HARV-00915,77007
HARV-00916,77057
HARV-00917,77056
HARV-00918,77098
HARV-00919,77024
HARV-00920,77005
HARV-00921,77030
HARV-00922,77401
HARV-00923,77055
HARV-00924,77055
HARV-00925,77055
HARV-00926,77055
HARV-00927,77055
HARV-00928,77007
HARV-00929,77007
HARV-00930,77057
HARV-00931,77057
HARV-00932,77057
HARV-00933,77057
HARV-00934,77057
HARV-00935,77057
HARV-00936,77057
HARV-00937,77057
HARV-00938,77057
HARV-00939,77057
HARV-00940,77057
HARV-00941,77007
HARV-00942,77056
HARV-00943,77063
HARV-00944,77063
HARV-00945,77063
HARV-00946,77063
HARV-00947,77063
HARV-00948,77063
HARV-00949,77063
HARV-00950,77063
HARV-00951,77035
HARV-00952,77035
HARV-00953,77056
HARV-00954,77489
HARV-00955,77056
HARV-00956,77007
HARV-00957,77074
HARV-00958,77081
HARV-00959,77056
HARV-00960,77056
HARV-00961,77030
HARV-00962,77056
HARV-00963,77056
HARV-00964,77056
HARV-00965,77056
HARV-00966,77056
HARV-00967,77056
HARV-00968,77027
HARV-00969,77056
HARV-00970,77056
HARV-00971,77027
HARV-00972,77027
HARV-00973,77027
HARV-00974,77056
HARV-00975,77027
HARV-00976,77027
HARV-00977,77027
HARV-00978,77027
HARV-00979,77056
HARV-00980,77057
HARV-00981,77063
HARV-00982,77057
HARV-00983,77057
HARV-00984,77063
HARV-00985,77057
HARV-00986,77057
HARV-00987,77063
HARV-00988,77057
HARV-00989,77057
HARV-00990,77057
HARV-00991,77057
HARV-00992,77063
HARV-00993,77063
HARV-00994,77057
HARV-00995,77057
HARV-00996,77072
HARV-00997,77042
HARV-00998,77042
HARV-00999,77042
HARV-01000,77042
