property_id,zip
IAN-00306,33952
IAN-00307,33952
IAN-00308,33952
IAN-00309,33952
IAN-00310,33952
IAN-00311,33952
IAN-00312,33952
IAN-00313,33952
IAN-00314,33952
IAN-00315,33952
IAN-00316,33952
IAN-00317,33952
IAN-00318,33952
IAN-00319,33952
IAN-00320,33952
IAN-00321,33952
IAN-00322,33952
IAN-00323,33952
IAN-00324,33952
IAN-00325,33952
IAN-00326,33952
IAN-00327,33952
IAN-00328,33952
IAN-00329,33952
IAN-00330,33952
IAN-00331,33952
IAN-00332,33952
IAN-00333,33952
IAN-00334,33952
IAN-00335,33952
IAN-00336,33952
IAN-00337,33952
IAN-00338,33952
IAN-00339,33952
IAN-00340,33952
IAN-00341,33952
IAN-00342,33952
IAN-00343,33952
IAN-00344,33952
IAN-00345,33952
IAN-00346,33952
IAN-00347,33952
IAN-00348,33952
IAN-00349,33952
IAN-00350,33952
IAN-00351,33952
IAN-00352,33952
IAN-00353,33952
IAN-00354,33952
IAN-00355,33952
IAN-00356,33952
IAN-00357,33952
IAN-00358,33952
IAN-00359,33952
IAN-00360,33952
IAN-00361,33952
IAN-00362,33952
IAN-00363,33952
IAN-00364,33952
IAN-00365,33952
IAN-00366,33952
IAN-00367,33952
IAN-00368,33952
IAN-00369,33952
IAN-00370,33952
IAN-00371,33952
IAN-00372,33952
IAN-00373,33952
IAN-00374,33952
IAN-00375,33952
IAN-00376,33952
IAN-00377,33952
IAN-00378,33952
IAN-00379,33952
IAN-00380,33952
IAN-00381,33952
IAN-00382,33952
IAN-00383,33952
IAN-00384,33952
IAN-00385,33952
IAN-00386,33952
IAN-00387,33952
IAN-00388,33952
IAN-00389,33952
IAN-00390,33952
IAN-00391,33952
IAN-00392,33952
IAN-00393,33952
IAN-00394,33952
IAN-00395,33952
IAN-00396,33952
IAN-00397,33952
IAN-00398,33952
IAN-00399,33952
IAN-00400,33952
IAN-00401,33952
IAN-00402,33952
IAN-00403,33952
IAN-00404,33952
IAN-00405,33952
IAN-00406,33952
IAN-00407,33952
IAN-00408,33952
IAN-00409,33952
IAN-00410,33952
IAN-00411,33952
IAN-00412,33952
IAN-00413,33952
IAN-00414,33952
IAN-00415,33952
IAN-00416,33952
IAN-00417,33952
IAN-00418,33952
IAN-00419,33952
IAN-00420,33952
IAN-00421,33952
IAN-00422,33952
IAN-00423,33952
IAN-00424,33952
IAN-00425,33952
IAN-00426,33952
IAN-00427,33952
IAN-00428,33952
IAN-00429,33952
IAN-00430,33952
IAN-00431,33952
IAN-00432,33952
IAN-00433,33952
IAN-00434,33952
IAN-00435,33952
IAN-00436,33952
IAN-00437,33952
IAN-00438,33952
IAN-00439,33952
IAN-00440,33952
IAN-00441,33952
IAN-00442,33952
IAN-00443,33952
IAN-00444,33952
IAN-00445,33948
IAN-00446,33948
IAN-00447,33948
IAN-00448,33948
IAN-00449,33952
IAN-00450,33952
IAN-00451,33952
IAN-00452,33952
IAN-00453,33952
IAN-00454,33952
IAN-00455,33952
IAN-00456,33952
IAN-00457,33952
IAN-00458,33952
IAN-00459,33952
IAN-00460,33952
IAN-00461,33980
IAN-00462,33980
IAN-00463,33980
IAN-00464,33952
IAN-00465,33952
IAN-00466,33948
IAN-00467,33948
IAN-00468,33948
IAN-00469,33948
IAN-00470,33948
IAN-00471,33948
IAN-00472,33948
IAN-00473,33948
IAN-00474,33948
IAN-00475,33948
IAN-00476,33948
IAN-00477,33948
IAN-00478,33952
IAN-00479,33952
IAN-00480,33952
IAN-00481,33952
IAN-00482,33952
IAN-00483,33952
IAN-00484,33980
IAN-00485,33950
IAN-00486,33952
IAN-00487,33952
IAN-00488,33952
IAN-00489,33952
IAN-00490,33952
IAN-00491,33952
IAN-00492,33952
IAN-00493,33952
IAN-00494,33952
IAN-00495,33952
IAN-00496,33952
IAN-00497,33952
IAN-00498,33952
IAN-00499,33952
IAN-00500,33952
IAN-00501,33952
IAN-00502,33952
IAN-00503,33952
IAN-00504,33952
IAN-00505,33952
IAN-00506,33952
IAN-00507,33952
IAN-00508,33952
IAN-00509,33952
IAN-00510,33952
IAN-00511,33952
IAN-00512,33952
IAN-00513,33952
IAN-00514,33952
IAN-00515,33952
IAN-00516,33952
IAN-00517,33952
IAN-00518,33952
IAN-00519,33952
IAN-00520,33952
IAN-00521,33952
IAN-00522,33952
IAN-00523,33952
IAN-00524,33952
IAN-00525,33952
IAN-00526,33952
IAN-00527,33952
IAN-00528,33952
IAN-00529,33952
IAN-00530,33952
IAN-00531,33952
IAN-00532,33952
IAN-00533,33952
IAN-00534,33952
IAN-00535,33952
IAN-00536,33952
IAN-00537,33952
IAN-00538,33952
IAN-00539,33952
IAN-00540,33952
IAN-00541,33952
IAN-00542,33952
IAN-00543,33952
IAN-00544,33952
IAN-00545,33952
IAN-00546,33952
IAN-00547,33952
IAN-00548,33952
IAN-00549,33952
IAN-00550,33952
IAN-00551,33952
IAN-00552,33952
IAN-00553,33952
IAN-00554,33952
IAN-00555,33952
IAN-00556,33952
IAN-00557,33952
IAN-00558,33952
IAN-00559,33952
IAN-00560,33952
IAN-00561,33952
IAN-00562,33952
IAN-00563,33952
IAN-00564,33952
IAN-00565,33952
IAN-00566,33952
IAN-00567,33952
IAN-00568,33952
IAN-00569,33952
IAN-00570,33952
IAN-00571,33952
IAN-00572,33952
IAN-00573,33952
IAN-00574,33952
IAN-00575,33952
IAN-00576,33952
IAN-00577,33952
IAN-00578,33952
IAN-00579,33952
IAN-00580,33952
IAN-00581,33952
IAN-00582,33952
IAN-00583,33952
IAN-00584,33952
IAN-00585,33952
IAN-00586,33952
IAN-00587,33952
IAN-00588,33952
IAN-00589,33952
IAN-00590,33952
IAN-00591,33952
IAN-00592,33952
IAN-00593,33952
IAN-00594,33952
IAN-00595,33952
IAN-00596,33952
IAN-00597,33952
IAN-00598,33952
IAN-00599,33952
IAN-00600,33952
IAN-00601,33952
IAN-00602,33952
IAN-00603,33952
IAN-00604,33952
IAN-00605,33952
IAN-00606,33952
IAN-00607,33952
IAN-00608,33952
IAN-00609,33952
IAN-00610,33952
IAN-00611,33952
IAN-00612,33952
IAN-00613,33952
IAN-00614,33952
IAN-00615,33952
IAN-00616,33952
IAN-00617,33952
IAN-00618,33952
IAN-00619,33952
IAN-00620,33952
IAN-00621,33952
IAN-00622,33952
IAN-00623,33952
IAN-00624,33952
IAN-00625,33952
IAN-00626,33952
IAN-00627,33952
IAN-00628,33952
IAN-00629,33952
IAN-00630,33952
IAN-00631,33952
IAN-00632,33952
IAN-00633,33952
IAN-00634,33952
IAN-00635,33952
IAN-00636,33952
IAN-00637,33952
IAN-00638,33952
IAN-00639,33952
IAN-00640,33952
IAN-00641,33952
IAN-00642,33952
IAN-00643,33952
IAN-00644,33952
IAN-00645,33952
IAN-00646,33952
IAN-00647,33952
IAN-00648,33952
IAN-00649,33952
IAN-00650,33952
IAN-00651,33952
IAN-00652,33952
IAN-00653,33952
IAN-00654,33952
IAN-00655,33952
IAN-00656,33952
IAN-00657,33952
IAN-00658,33952
IAN-00659,33952
IAN-00660,33952
IAN-00661,33952
IAN-00662,33952
IAN-00663,33952
IAN-00664,33952
IAN-00665,33952
IAN-00666,33952
IAN-00667,33952
IAN-00668,33952
IAN-00669,33952
IAN-00670,33952
IAN-00671,33952
IAN-00672,33952
IAN-00673,33952
IAN-00674,33952
IAN-00675,33952
IAN-00676,33952
IAN-00677,33952
IAN-00678,33952
IAN-00679,33952
IAN-00680,33952
IAN-00681,33952
IAN-00682,33952
IAN-00683,33952
IAN-00684,33952
IAN-00685,33952
IAN-00686,33952
IAN-00687,33952
IAN-00688,33952
IAN-00689,33952
IAN-00690,33952
IAN-00691,33952
IAN-00692,33952
IAN-00693,33952
IAN-00694,33952
IAN-00695,33952
IAN-00696,33952
IAN-00697,33952
IAN-00698,33952
IAN-00699,33952
IAN-00700,33952
IAN-00701,33952
IAN-00702,33952
IAN-00703,33952
IAN-00704,33952
IAN-00705,33952
IAN-00706,33952
IAN-00707,33952
IAN-00708,33952
IAN-00709,33952
IAN-00710,33952
IAN-00711,33952
IAN-00712,33952
IAN-00713,33952
IAN-00714,33952
IAN-00715,33952
IAN-00716,33952
IAN-00717,33952
IAN-00718,33952
IAN-00719,33952
IAN-00720,33952
IAN-00721,33952
IAN-00722,33952
IAN-00723,33952
IAN-00724,33952
IAN-00725,33952
IAN-00726,33952
IAN-00727,33952
IAN-00728,33952
IAN-00729,33952
IAN-00730,33952
IAN-00731,33952
IAN-00732,33952
IAN-00733,33952
IAN-00734,33952
IAN-00735,33952
IAN-00736,33952
IAN-00737,33952
IAN-00738,33952
IAN-00739,33952
IAN-00740,33952
IAN-00741,33952
IAN-00742,33952
IAN-00743,33952
IAN-00744,33952
IAN-00745,33952
IAN-00746,33952
IAN-00747,33952
IAN-00748,33952
IAN-00749,33952
IAN-00750,33952
IAN-00751,33952
IAN-00752,33952
IAN-00753,33952
IAN-00754,33952
IAN-00755,33952
IAN-00756,33952
IAN-00757,33952
IAN-00758,33952
IAN-00759,33952
IAN-00760,33952
IAN-00761,33952
IAN-00762,33952
IAN-00763,33952
IAN-00764,33952
IAN-00765,33952
IAN-00766,33952
IAN-00767,33952
IAN-00768,33952
IAN-00769,33952
IAN-00770,33952
IAN-00771,33952
IAN-00772,33952
IAN-00773,33952
IAN-00774,33952
IAN-00775,33952
IAN-00776,33952
IAN-00777,33952
IAN-00778,33952
IAN-00779,33952
IAN-00780,33952
IAN-00781,33952
IAN-00782,33952
IAN-00783,33952
IAN-00784,33952
IAN-00785,33952
IAN-00786,33952
IAN-00787,33952
IAN-00788,33952
IAN-00789,33952
IAN-00790,33952
IAN-00791,33952
IAN-00792,33952
IAN-00793,33952
IAN-00794,33952
IAN-00795,33952
IAN-00796,33952
IAN-00797,33952
IAN-00798,33952
IAN-00799,33952
IAN-00800,33952
IAN-00801,33952
IAN-00802,33952
IAN-00803,33952
IAN-00804,33952
IAN-00805,33952
IAN-00806,33952
IAN-00807,33952
IAN-00808,33952
IAN-00809,33952
IAN-00810,33952
IAN-00811,33952
IAN-00812,33952
IAN-00813,33952
IAN-00814,33952
IAN-00815,33952
IAN-00816,33952
IAN-00817,33952
IAN-00818,33952
IAN-00819,33952
IAN-00820,33952
IAN-00821,33952
IAN-00822,33952
IAN-00823,33952
IAN-00824,33952
IAN-00825,33952
IAN-00826,33952
IAN-00827,33952
IAN-00828,33952
IAN-00829,33952
IAN-00830,33952
IAN-00831,33952
IAN-00832,33952
IAN-00833,33952
IAN-00834,33952
IAN-00835,33952
IAN-00836,33952
IAN-00837,33952
IAN-00838,33952
IAN-00839,33952
IAN-00840,33952
IAN-00841,33952
IAN-00842,33952
IAN-00843,33952
IAN-00844,33952
IAN-00845,33952
IAN-00846,33952
IAN-00847,33952
IAN-00848,33952
IAN-00849,33952
IAN-00850,33952
IAN-00851,33952
IAN-00852,33952
IAN-00853,33952
IAN-00854,33952
IAN-00855,33952
IAN-00856,33952
IAN-00857,33952
IAN-00858,33952
IAN-00859,33952
IAN-00860,33952
IAN-00861,33952
IAN-00862,33952
IAN-00863,33952
IAN-00864,33952
IAN-00865,33952
IAN-00866,33952
IAN-00867,33952
IAN-00868,33952
IAN-00869,33952
IAN-00870,33952
IAN-00871,33952
IAN-00872,33952
IAN-00873,33952
IAN-00874,33952
IAN-00875,33952
IAN-00876,33952
IAN-00877,33952
IAN-00878,33952
IAN-00879,33952
IAN-00880,33952
IAN-00881,33952
IAN-00882,33952
IAN-00883,33952
IAN-00884,33952
IAN-00885,33952
IAN-00886,33952
IAN-00887,33952
IAN-00888,33952
IAN-00889,33952
IAN-00890,33952
IAN-00891,33952
IAN-00892,33952
IAN-00893,33952
IAN-00894,33952
IAN-00895,33952
IAN-00896,33952
IAN-00897,33952
IAN-00898,33952
IAN-00899,33952
IAN-00900,33952
IAN-00901,33952
IAN-00902,33952
IAN-00903,33952
IAN-00904,33952
IAN-00905,33952
IAN-00906,33952
IAN-00907,33952
IAN-00908,33952
IAN-00909,33952
IAN-00910,33952
IAN-00911,33952
IAN-00912,33952
IAN-00913,33952
IAN-00914,33952
IAN-00915,33952
IAN-00916,33952
IAN-00917,33952
IAN-00918,33952
IAN-00919,33952
IAN-00920,33952
IAN-00921,33952
IAN-00922,33952
IAN-00923,33952
IAN-00924,33952
IAN-00925,33952
IAN-00926,33952
IAN-00927,33952
IAN-00928,33952
IAN-00929,33952
IAN-00930,33952
IAN-00931,33952
IAN-00932,33952
IAN-00933,33952
IAN-00934,33952
IAN-00935,33952
IAN-00936,33952
IAN-00937,33952
IAN-00938,33952
IAN-00939,33952
IAN-00940,33952
IAN-00941,33952
IAN-00942,33952
IAN-00943,33948
IAN-00944,33952
IAN-00945,33952
IAN-00946,33952
IAN-00947,33952
IAN-00948,33952
IAN-00949,33952
IAN-00950,33952
IAN-00951,33952
IAN-00952,33952
IAN-00953,33952
IAN-00954,33952
IAN-00955,33952
IAN-00956,33952
IAN-00957,33952
IAN-00958,33952
IAN-00959,33952
IAN-00960,33952
IAN-00961,33952
IAN-00962,33952
IAN-00963,33952
IAN-00964,33952
IAN-00965,33952
IAN-00966,33952
IAN-00967,33952
IAN-00968,33952
IAN-00969,33952
IAN-00970,33952
IAN-00971,33948
IAN-00972,33948
IAN-00973,33948
IAN-00974,33948
IAN-00975,33948
IAN-00976,33948
IAN-00977,33948
IAN-00978,33948
IAN-00979,33948
IAN-00980,33948
IAN-00981,33948
IAN-00982,33948
IAN-00983,33948
IAN-00984,33948
IAN-00985,33948
IAN-00986,33948
IAN-00987,33948
IAN-00988,33948
IAN-00989,33948
IAN-00990,33948
IAN-00991,33948
IAN-00992,33948
IAN-00993,33948
IAN-00994,33948
IAN-00995,33948
IAN-00996,33948
IAN-00997,33948
IAN-00998,33948
IAN-00999,33948
IAN-01000,33948
