property_id,address,hwm_id,site_id,latitude,longitude,surveyed_ft,hwm_quality,hwm_type,hwm_environment,waterbody,flag_date,survey_date,double_bounce_max,double_bounce_mean,dualpol_max,dualpol_mean,open_water_max,open_water_mean,optical_max,optical_mean,optical_valid_max,optical_valid_mean,subpixel_max,subpixel_mean,vh_z_max,vh_z_mean,z_max,z_mean
21878,HWM 21878,21878,21352,29.5653,-95.8038,8.6,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.039690683228338,0.015144166625559896,0.4555743391710523,-0.17658944113521602
21879,HWM 21879,21879,21352,29.5653,-95.8038,5.63,Excellent: +/- 0.05 ft,Mud,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.039690683228338,0.015144166625559896,0.4555743391710523,-0.17658944113521602
21880,HWM 21880,21880,21352,29.5653,-95.8038,4.76,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.039690683228338,0.015144166625559896,0.4555743391710523,-0.17658944113521602
21397,HWM 21397,21397,20988,29.61974,-95.68357,1.3,Good: +/- 0.10 ft,Seed line,Riverine,Oyster Creek,2017-09-07T04:00:00,2017-09-20T04:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.3765509836140533,0.8175394800374284,0.8598752852333045,0.3902018807360246
21893,HWM 21893,21893,21358,29.56997,-95.8163,1.12,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0,0,0,0,0,0,1,0.13863636363636364,1,1,0,0.0,1.1731557957847378,0.4113279781963975,1.4225322165501917,0.9472877570219485
21894,HWM 21894,21894,21358,29.56997,-95.8163,1.42,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0,0,0,0,0,0,1,0.13863636363636364,1,1,0,0.0,1.1731557957847378,0.4113279781963975,1.4225322165501917,0.9472877570219485
21895,HWM 21895,21895,21358,29.56997,-95.8163,2.98,Excellent: +/- 0.05 ft,Mud,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0,0,0,0,0,0,1,0.13863636363636364,1,1,0,0.0,1.1731557957847378,0.4113279781963975,1.4225322165501917,0.9472877570219485
21913,HWM 21913,21913,21366,29.52887,-95.62402,1.76,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-06T05:00:00,2017-10-11T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.1146302640813528,0.11269174080297828,1.1212459026218284,0.12959128843720916
22787,HWM 22787,22787,21881,29.702005,-95.693301,1.52,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,1,0.2995896032831737,0.3717293710512748,-0.3537725777600494,0.6456523263758096,-0.7078764445944794
21900,HWM 21900,21900,21362,29.4532,-95.7274,1.12,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-05T05:00:00,2017-10-11T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.185356725890953,0.48258954147311034,1.200402109331073,0.14009400724930335
22789,HWM 22789,22789,21881,29.701947,-95.693259,1.76,Good: +/- 0.10 ft,Debris,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,1,0.2631818181818182,0.3717293710512748,-0.2843333602834414,0.6456523263758096,-0.6455383905719916
21140,HWM 21140,21140,20837,29.69268,-95.88994,1.54,Fair: +/- 0.20 ft,Stain line,Riverine,Unnamed retention pond,2017-09-06T04:00:00,2017-09-20T04:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.112327687329571,0.41466957465710874,1.053191966992262,0.6684720175735532
22802,HWM 22802,22802,21889,29.703453,-95.694509,1.66,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.30638231424504936,-0.47946656980724073,1.0078570180562418,0.49238470295283293
22803,HWM 22803,22803,21889,29.703405,-95.694521,1.62,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0.46083683710475,-0.4585418102990205,1.0078570180562418,0.48546313583710965
21418,HWM 21418,21418,21017,29.6264,-95.68095,0.77,Good: +/- 0.10 ft,Seed line,Riverine,Pumpkin Lake,2017-09-07T04:00:00,2017-09-20T04:00:00,0,0,0,0,0,0,1,0.08412914961346067,1,1,0,0.0,1.0691435991569032,0.09863096085631207,0.6542584316857813,0.24752851446977758
21977,HWM 21977,21977,21396,29.58611,-95.68077,1.62,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-06T05:00:00,2017-10-11T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1.240880455342905,0.3593158997180208,0.8143114368083892,0.152277429129509
21994,HWM 21994,21994,21404,29.4865,-95.6095,7.2,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-06T05:00:00,2017-10-11T05:00:00,0,0,0,0,0,0,0,0.0,1,1,1,0.7603456116416555,0.26739177335024616,-0.9056951224206395,0.24124260003608036,-1.1730428397162895
29194,HWM 29194,29194,25083,29.710604,-95.729922,3.5,Fair: +/- 0.20 ft,Seed line,Riverine,Buffalo Bayou,2017-08-30T05:00:00,2018-05-15T05:00:00,0,0,0,0,0,0,0,0.0,1,1,0,0.0,2.003499260594388,0.1440941782183299,2.373778754047821,1.2291846635083494
