property_id,zip,zip_truth_rate,fema_zip_flood_rate,flooded_truth,raw_flood_score,impact_class
BRZ-00025,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00026,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00027,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00028,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00029,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00030,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00031,77471,0.009204073934364392,0.009204073934364392,0,0.0609,Remote-Deny
BRZ-00032,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00033,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00034,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00035,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00036,77406,0.02476156360542695,0.02476156360542695,1,0.0123,Remote-Deny
BRZ-00037,77407,0.0058981698325960615,0.0058981698325960615,0,0.0066,Remote-Deny
BRZ-00038,77498,0.0063528732313023395,0.0063528732313023395,0,0.0002,Remote-Deny
BRZ-00039,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00040,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00041,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00042,77407,0.0058981698325960615,0.0058981698325960615,0,0.0063,Remote-Deny
BRZ-00043,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00044,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00045,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00046,77469,0.004148122542453442,0.004148122542453442,0,0.0103,Remote-Deny
BRZ-00047,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00048,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00049,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00050,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00051,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00052,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00053,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00054,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00055,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00056,77469,0.004148122542453442,0.004148122542453442,0,0.0027,Remote-Deny
BRZ-00057,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00058,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00059,77498,0.0063528732313023395,0.0063528732313023395,0,0.0142,Remote-Deny
BRZ-00060,77479,0.015656941089016913,0.015656941089016913,0,0.0,Review
BRZ-00061,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00062,77083,0.003441756750206021,0.003441756750206021,0,0.0164,Remote-Deny
BRZ-00063,77406,0.02476156360542695,0.02476156360542695,1,0.0098,Remote-Deny
BRZ-00064,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00065,77478,0.010862480990658265,0.010862480990658265,0,0.0,Remote-Deny
BRZ-00066,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00067,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00068,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00069,77407,0.0058981698325960615,0.0058981698325960615,0,0.0152,Remote-Deny
BRZ-00070,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00071,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00072,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00073,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00074,77479,0.015656941089016913,0.015656941089016913,0,0.0475,Remote-Deny
BRZ-00075,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00076,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00077,77494,0.016089385474860336,0.016089385474860336,0,0.0003,Remote-Deny
BRZ-00078,77450,0.3473389355742297,0.3473389355742297,1,0.0,Remote-Deny
BRZ-00079,77406,0.02476156360542695,0.02476156360542695,1,0.0403,Remote-Deny
BRZ-00080,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00081,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00082,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00083,77478,0.010862480990658265,0.010862480990658265,0,0.0,Remote-Deny
BRZ-00084,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00085,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00086,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00087,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00088,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00089,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00090,77469,0.004148122542453442,0.004148122542453442,0,0.0267,Remote-Deny
BRZ-00091,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00092,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00093,77082,0.037881327522628225,0.037881327522628225,1,0.0314,Remote-Deny
BRZ-00094,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00095,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00096,77478,0.010862480990658265,0.010862480990658265,0,0.0,Remote-Deny
BRZ-00097,77498,0.0063528732313023395,0.0063528732313023395,0,0.0199,Remote-Deny
BRZ-00098,77479,0.015656941089016913,0.015656941089016913,0,0.0672,Remote-Deny
BRZ-00099,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00100,77407,0.0058981698325960615,0.0058981698325960615,0,0.0303,Remote-Deny
BRZ-00101,77083,0.003441756750206021,0.003441756750206021,0,0.0015,Remote-Deny
BRZ-00102,77441,0.011634671320535195,0.011634671320535195,0,0.004,Remote-Deny
BRZ-00103,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00104,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00105,77082,0.037881327522628225,0.037881327522628225,1,0.0,Remote-Deny
BRZ-00106,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00107,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00108,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Review
BRZ-00109,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00110,77407,0.0058981698325960615,0.0058981698325960615,0,0.0059,Remote-Deny
BRZ-00111,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00112,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00113,77406,0.02476156360542695,0.02476156360542695,1,0.0655,Remote-Deny
BRZ-00114,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00115,77494,0.016089385474860336,0.016089385474860336,0,0.1288,Remote-Deny
BRZ-00116,77406,0.02476156360542695,0.02476156360542695,1,0.0138,Remote-Deny
BRZ-00117,77498,0.0063528732313023395,0.0063528732313023395,0,0.0055,Remote-Deny
BRZ-00118,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00119,77471,0.009204073934364392,0.009204073934364392,0,0.0001,Remote-Deny
BRZ-00120,77479,0.015656941089016913,0.015656941089016913,0,0.0022,Remote-Deny
BRZ-00121,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00122,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00123,77494,0.016089385474860336,0.016089385474860336,0,0.0201,Remote-Deny
BRZ-00124,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00125,77471,0.009204073934364392,0.009204073934364392,0,0.0163,Remote-Deny
BRZ-00126,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00127,77406,0.02476156360542695,0.02476156360542695,1,0.0312,Remote-Deny
BRZ-00128,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00129,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00130,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00131,77406,0.02476156360542695,0.02476156360542695,1,0.0302,Remote-Deny
BRZ-00132,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00133,77471,0.009204073934364392,0.009204073934364392,0,0.0125,Remote-Deny
BRZ-00134,77479,0.015656941089016913,0.015656941089016913,0,0.0066,Remote-Deny
BRZ-00135,77469,0.004148122542453442,0.004148122542453442,0,0.0232,Remote-Deny
BRZ-00136,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00137,77479,0.015656941089016913,0.015656941089016913,0,0.0464,Remote-Deny
BRZ-00138,77471,0.009204073934364392,0.009204073934364392,0,0.0109,Remote-Deny
BRZ-00139,77479,0.015656941089016913,0.015656941089016913,0,0.0159,Remote-Deny
BRZ-00140,77479,0.015656941089016913,0.015656941089016913,0,0.0406,Remote-Deny
BRZ-00141,77479,0.015656941089016913,0.015656941089016913,0,0.043,Remote-Deny
BRZ-00142,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00143,77479,0.015656941089016913,0.015656941089016913,0,0.0099,Remote-Deny
BRZ-00144,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00145,77441,0.011634671320535195,0.011634671320535195,0,0.0,Remote-Deny
BRZ-00146,77450,0.3473389355742297,0.3473389355742297,1,0.0,Remote-Deny
BRZ-00147,77407,0.0058981698325960615,0.0058981698325960615,0,0.0251,Remote-Deny
BRZ-00148,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00149,77479,0.015656941089016913,0.015656941089016913,0,0.0001,Remote-Deny
BRZ-00150,77498,0.0063528732313023395,0.0063528732313023395,0,0.0141,Remote-Deny
BRZ-00151,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00152,77471,0.009204073934364392,0.009204073934364392,0,0.0072,Remote-Deny
BRZ-00153,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00154,77469,0.004148122542453442,0.004148122542453442,0,0.0112,Remote-Deny
BRZ-00155,77406,0.02476156360542695,0.02476156360542695,1,0.0011,Remote-Deny
BRZ-00156,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00157,77441,0.011634671320535195,0.011634671320535195,0,0.0,Remote-Deny
BRZ-00158,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00159,77471,0.009204073934364392,0.009204073934364392,0,0.045,Remote-Deny
BRZ-00160,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00161,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00162,77082,0.037881327522628225,0.037881327522628225,1,0.0,Remote-Deny
BRZ-00163,77494,0.016089385474860336,0.016089385474860336,0,0.0245,Remote-Deny
BRZ-00164,77450,0.3473389355742297,0.3473389355742297,1,0.0,Remote-Deny
BRZ-00165,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00166,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00167,77498,0.0063528732313023395,0.0063528732313023395,0,0.0002,Remote-Deny
BRZ-00168,77469,0.004148122542453442,0.004148122542453442,0,0.0485,Remote-Deny
BRZ-00169,77406,0.02476156360542695,0.02476156360542695,1,0.032,Remote-Deny
BRZ-00170,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00171,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00172,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00173,77479,0.015656941089016913,0.015656941089016913,0,0.0213,Remote-Deny
BRZ-00174,77479,0.015656941089016913,0.015656941089016913,0,0.0,Review
BRZ-00175,77072,0.039826498422712936,0.039826498422712936,1,0.0,Remote-Deny
BRZ-00176,77450,0.3473389355742297,0.3473389355742297,1,0.0,Remote-Deny
BRZ-00177,77407,0.0058981698325960615,0.0058981698325960615,0,0.003,Remote-Deny
BRZ-00178,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00179,77498,0.0063528732313023395,0.0063528732313023395,0,0.0274,Remote-Deny
BRZ-00180,77469,0.004148122542453442,0.004148122542453442,0,0.0024,Remote-Deny
BRZ-00181,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00182,77498,0.0063528732313023395,0.0063528732313023395,0,0.0213,Remote-Deny
BRZ-00183,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00184,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00185,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00186,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00187,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00188,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00189,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00190,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00191,77479,0.015656941089016913,0.015656941089016913,0,0.0017,Remote-Deny
BRZ-00192,77479,0.015656941089016913,0.015656941089016913,0,0.0168,Remote-Deny
BRZ-00193,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00194,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00195,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00196,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00197,77498,0.0063528732313023395,0.0063528732313023395,0,0.0135,Remote-Deny
BRZ-00198,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00199,77479,0.015656941089016913,0.015656941089016913,0,0.0502,Remote-Deny
BRZ-00200,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00201,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00202,77083,0.003441756750206021,0.003441756750206021,0,0.0007,Remote-Deny
BRZ-00203,77498,0.0063528732313023395,0.0063528732313023395,0,0.0014,Review
BRZ-00204,77498,0.0063528732313023395,0.0063528732313023395,0,0.0013,Remote-Deny
BRZ-00205,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00206,77471,0.009204073934364392,0.009204073934364392,0,0.0238,Remote-Deny
BRZ-00207,77498,0.0063528732313023395,0.0063528732313023395,0,0.0321,Remote-Deny
BRZ-00208,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00209,77406,0.02476156360542695,0.02476156360542695,1,0.015,Remote-Deny
BRZ-00210,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00211,77498,0.0063528732313023395,0.0063528732313023395,0,0.0134,Review
BRZ-00212,77099,0.06272563176895307,0.06272563176895307,1,0.0,Remote-Deny
BRZ-00213,77498,0.0063528732313023395,0.0063528732313023395,0,0.0619,Remote-Deny
BRZ-00214,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00215,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00216,77072,0.039826498422712936,0.039826498422712936,1,0.003,Remote-Deny
BRZ-00217,77469,0.004148122542453442,0.004148122542453442,0,0.0395,Remote-Deny
BRZ-00218,77407,0.0058981698325960615,0.0058981698325960615,0,0.0306,Remote-Deny
BRZ-00219,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00220,77498,0.0063528732313023395,0.0063528732313023395,0,0.0518,Remote-Deny
BRZ-00221,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00222,77072,0.039826498422712936,0.039826498422712936,1,0.0106,Remote-Deny
BRZ-00223,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00224,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00225,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00226,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00227,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00228,77469,0.004148122542453442,0.004148122542453442,0,0.0129,Remote-Deny
BRZ-00229,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00230,77494,0.016089385474860336,0.016089385474860336,0,0.0001,Remote-Deny
BRZ-00231,77479,0.015656941089016913,0.015656941089016913,0,0.0,Review
BRZ-00232,77469,0.004148122542453442,0.004148122542453442,0,0.0675,Remote-Deny
BRZ-00233,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00234,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00235,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00236,77471,0.009204073934364392,0.009204073934364392,0,0.0284,Remote-Deny
BRZ-00237,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00238,77083,0.003441756750206021,0.003441756750206021,0,0.0442,Remote-Deny
BRZ-00239,77479,0.015656941089016913,0.015656941089016913,0,0.0046,Remote-Deny
BRZ-00240,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00241,77407,0.0058981698325960615,0.0058981698325960615,0,0.0058,Remote-Deny
BRZ-00242,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00243,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00244,77494,0.016089385474860336,0.016089385474860336,0,0.0951,Remote-Deny
BRZ-00245,77498,0.0063528732313023395,0.0063528732313023395,0,0.0,Remote-Deny
BRZ-00246,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00247,77494,0.016089385474860336,0.016089385474860336,0,0.0103,Remote-Deny
BRZ-00248,77072,0.039826498422712936,0.039826498422712936,1,0.0,Remote-Deny
BRZ-00249,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00250,77479,0.015656941089016913,0.015656941089016913,0,0.0192,Remote-Deny
BRZ-00251,77083,0.003441756750206021,0.003441756750206021,0,0.0049,Remote-Deny
BRZ-00252,77083,0.003441756750206021,0.003441756750206021,0,0.0223,Remote-Deny
BRZ-00253,77099,0.06272563176895307,0.06272563176895307,1,0.0,Remote-Deny
BRZ-00254,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00255,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00256,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00257,77478,0.010862480990658265,0.010862480990658265,0,0.0,Review
BRZ-00258,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00259,77441,0.011634671320535195,0.011634671320535195,0,0.0,Remote-Deny
BRZ-00260,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00261,77478,0.010862480990658265,0.010862480990658265,0,0.0,Remote-Deny
BRZ-00262,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00263,77450,0.3473389355742297,0.3473389355742297,1,0.0,Remote-Deny
BRZ-00264,77407,0.0058981698325960615,0.0058981698325960615,0,0.0737,Remote-Deny
BRZ-00265,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00266,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00267,77083,0.003441756750206021,0.003441756750206021,0,0.0006,Remote-Deny
BRZ-00268,77471,0.009204073934364392,0.009204073934364392,0,0.0131,Remote-Deny
BRZ-00269,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00270,77406,0.02476156360542695,0.02476156360542695,1,0.0404,Remote-Deny
BRZ-00271,77406,0.02476156360542695,0.02476156360542695,1,0.2077,Remote-Deny
BRZ-00272,77072,0.039826498422712936,0.039826498422712936,1,0.012,Remote-Deny
BRZ-00273,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00274,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00275,77099,0.06272563176895307,0.06272563176895307,1,0.0038,Remote-Deny
BRZ-00276,77498,0.0063528732313023395,0.0063528732313023395,0,0.004,Remote-Deny
BRZ-00277,77072,0.039826498422712936,0.039826498422712936,1,0.0,Remote-Deny
BRZ-00278,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00279,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00280,77406,0.02476156360542695,0.02476156360542695,1,0.0135,Remote-Deny
BRZ-00281,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00282,77471,0.009204073934364392,0.009204073934364392,0,0.0026,Remote-Deny
BRZ-00283,77406,0.02476156360542695,0.02476156360542695,1,0.0135,Remote-Deny
BRZ-00284,77479,0.015656941089016913,0.015656941089016913,0,0.0,Remote-Deny
BRZ-00285,77494,0.016089385474860336,0.016089385474860336,0,0.0,Remote-Deny
BRZ-00286,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00287,77469,0.004148122542453442,0.004148122542453442,0,0.0181,Remote-Deny
BRZ-00288,77083,0.003441756750206021,0.003441756750206021,0,0.0095,Remote-Deny
BRZ-00289,77099,0.06272563176895307,0.06272563176895307,1,0.0,Remote-Deny
BRZ-00290,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00291,77478,0.010862480990658265,0.010862480990658265,0,0.0005,Remote-Deny
BRZ-00292,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00293,77469,0.004148122542453442,0.004148122542453442,0,0.003,Remote-Deny
BRZ-00294,77407,0.0058981698325960615,0.0058981698325960615,0,0.3448,Review
BRZ-00295,77494,0.016089385474860336,0.016089385474860336,0,0.0124,Remote-Deny
BRZ-00296,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00297,77083,0.003441756750206021,0.003441756750206021,0,0.0001,Remote-Deny
BRZ-00298,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00299,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00300,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00301,77469,0.004148122542453442,0.004148122542453442,0,0.0186,Remote-Deny
BRZ-00302,77441,0.011634671320535195,0.011634671320535195,0,0.0,Remote-Deny
BRZ-00303,77471,0.009204073934364392,0.009204073934364392,0,0.0,Remote-Deny
BRZ-00304,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00305,77498,0.0063528732313023395,0.0063528732313023395,0,0.0355,Remote-Deny
BRZ-00306,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00307,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00308,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00309,77072,0.039826498422712936,0.039826498422712936,1,0.0,Remote-Deny
BRZ-00310,77450,0.3473389355742297,0.3473389355742297,1,0.0,Remote-Deny
BRZ-00311,77407,0.0058981698325960615,0.0058981698325960615,0,0.0,Remote-Deny
BRZ-00312,77072,0.039826498422712936,0.039826498422712936,1,0.0,Remote-Deny
BRZ-00313,77083,0.003441756750206021,0.003441756750206021,0,0.0,Remote-Deny
BRZ-00314,77469,0.004148122542453442,0.004148122542453442,0,0.0,Remote-Deny
BRZ-00315,77406,0.02476156360542695,0.02476156360542695,1,0.0328,Remote-Deny
BRZ-00316,77099,0.06272563176895307,0.06272563176895307,1,0.0,Remote-Deny
BRZ-00317,77406,0.02476156360542695,0.02476156360542695,1,0.0,Remote-Deny
BRZ-00318,77406,0.02476156360542695,0.02476156360542695,1,0.0233,Remote-Deny
