property_id,db,dark,z,urban,hand,vv
BRZ-00023,0.0,0.0,-0.4726373533031923,1.0,4.989262074331845,-8.502428595638783
BRZ-00024,0.0,0.0,0.6702997531409017,0.02887658227848101,2.79883416709414,-9.770672709185124
BRZ-00025,0.0,0.0,0.4862537150958517,0.0,1.356468399015076,-12.692386334998847
BRZ-00026,0.0,0.0,0.17385171960746373,0.7482269503546098,1.220556527131684,-10.019054834374433
BRZ-00027,0.0,0.0,0.03071586121692516,1.0,3.3969237493632556,-9.501739224762206
BRZ-00028,0.0,0.0,-0.16539811650141847,0.47624703087885983,10.014355746008116,-10.479125858554275
BRZ-00029,0.022478058065468143,0.0,-0.1730186620361664,0.8537549407114624,1.5815462038736454,-8.890183925992135
BRZ-00030,0.0,0.0,-0.013507442911563548,1.0,0.8844797193159916,-8.6665757606301
BRZ-00031,0.0,0.0,0.2535643810454137,1.0,4.28714346795845,-9.655216020298354
BRZ-00032,0.0,0.0,1.4854878538271235,1.0,10.68844083500696,-1.2330672260090032
BRZ-00033,0.0,0.0,-0.7821523116038607,0.0,4.661644150062349,-10.015831653766266
BRZ-00034,0.0,0.0,0.35354010058219865,0.0,0.418645781901656,-10.769046969797445
BRZ-00035,0.0,0.0,0.4123658855672466,0.0,7.156357209560623,-9.510482423317356
BRZ-00036,0.0,0.0,-0.7597125914944596,0.4326999208234362,0.7082511405998888,-9.626873718938068
BRZ-00037,0.0,0.0,-0.07028758833240245,1.0,3.8565733621841325,-8.251157280359095
BRZ-00038,0.0,0.0,0.3564553787984398,1.0,6.829006666099812,-8.700272363754411
BRZ-00039,0.0,0.0,-0.27188476748695906,1.0,6.861197330916565,-8.557659303907744
BRZ-00040,0.01472529237095089,0.0,0.21544454091775875,1.0,2.816455130544113,-7.7452474027325
BRZ-00041,0.0,0.0,0.9100266134236719,0.0,2.6116988393077203,-10.250125594439655
BRZ-00042,0.12050530618478678,0.0,0.10968292898761832,1.0,13.722968853224803,-8.925005668628618
BRZ-00043,0.0,0.0,-0.12555264829395177,0.975571315996848,0.788922600804743,-10.626817486876915
BRZ-00044,0.0,0.0,0.06261228115884616,0.5537974683544303,2.025219365447111,-9.264455091985635
BRZ-00045,0.00508942006546047,0.0,0.06357906362685752,1.0,4.691989679358501,-6.980044771748831
BRZ-00046,0.0,0.0,-0.47180570779209,0.8201267828843107,7.185867104025385,-8.050108250954597
BRZ-00047,0.0,0.0,0.18076088192251655,1.0,14.8660641232164,-8.848972031909973
BRZ-00048,0.0,0.0,0.4575835466723733,1.0,3.695825042750566,-7.916501791047987
BRZ-00049,0.0,0.0,0.44668892426224366,0.9730799683293744,0.5805765934185291,-9.045351973995542
BRZ-00050,0.0,0.0,-0.1741606085831718,1.0,1.684916011386176,-8.691604123097814
BRZ-00051,0.0,0.0,-0.010557365264047,0.7639163047769443,1.4466519764465802,-11.865471344541357
BRZ-00052,0.009451253101676231,0.0,0.6084026746217833,1.0,0.5342996638761033,-6.505394840034879
BRZ-00053,0.05020729968226347,0.0,0.1318160495442209,0.10241202056148674,4.208139688677865,-9.680662150372466
BRZ-00054,0.0,0.0,-0.6288078231351131,0.9477434679334918,1.9368114710064952,-9.251949208688531
BRZ-00055,0.0,0.0,0.7402654542961462,1.0,6.958993996886301,-5.150865298909499
BRZ-00056,0.0,0.0,0.47235382265550807,0.9408050513022888,3.1665179253872795,-9.015014964498718
BRZ-00057,0.0,0.0,-0.27793986945459265,1.0,1.5241026521403194,-9.829169216830493
BRZ-00058,0.00744953918016301,0.0,0.38718824090648113,0.9916963226571768,3.9196226574675657,-8.938302351819617
BRZ-00059,0.0,0.0,-0.2141238865828039,1.0,3.802043054263887,-9.977514304973193
BRZ-00060,0.0,0.0,1.235366976398513,1.0,0.056543917047376706,-9.100564668375707
BRZ-00061,0.05086515690689717,0.0,0.013364870086226922,1.0,4.86492214433175,-8.922317129195621
BRZ-00062,0.0,0.0,-0.27158835641196577,0.9358267716535433,1.5443194381312575,-8.663089242736703
BRZ-00063,0.028703861020810968,0.0,-0.16147209144571353,1.0,2.8772035331230272,-7.769552194310075
BRZ-00064,0.0,0.0,-0.3461485552847911,1.0,1.8840607642235492,-9.883847914310095
BRZ-00065,0.0,0.0,-0.0037397456518156384,1.0,2.147788321565634,-8.4598586133804
BRZ-00066,0.0,0.0,-0.33128084925644513,0.7588652482269502,0.13883496735484888,-8.561941186403528
BRZ-00067,0.7074893714529386,0.0,-0.5869874414275672,1.0,5.375179673677491,-7.314673363483438
BRZ-00068,0.0,0.0,-0.3754557938378781,0.11032028469750893,3.1417709410795105,-9.168431816777959
BRZ-00069,0.0,0.0,1.0628929687376434,0.0,1.5393324700128121,-10.323719064869477
BRZ-00070,0.0,0.0,-0.08324272500175557,1.0,0.21087443890342952,-9.076221012865474
BRZ-00071,0.0,0.0,-0.1854554310872525,0.7323052589956505,2.1381946055090175,-10.339713719128351
BRZ-00072,0.0,0.0,-0.43306936014872566,1.0,3.3600081796942916,-9.925282150473912
BRZ-00073,0.0,0.0,0.5108972356541336,1.0,10.672333038514234,-9.453977769265244
BRZ-00074,0.0,0.0,-0.1515089745239713,0.5417821782178218,2.787480483532987,-8.137416203729702
BRZ-00075,0.0,0.0,-0.032977387615145966,1.0,7.740028312754658,-7.475607336994137
BRZ-00076,0.0,0.0,0.4296243744851907,1.0,1.6340693621961058,-6.100786936076533
BRZ-00077,0.04954667455737661,0.0,0.9065903392611276,1.0,0.4850115271203513,-9.690260983768345
BRZ-00078,0.21037044800917773,0.0,0.5980583597211402,1.0,6.523159649683635,-8.808419578078833
BRZ-00079,0.0,0.0,0.07981642384089055,1.0,2.3507936367252027,-8.826984223509978
BRZ-00080,0.0,0.0,0.2241281703215038,1.0,1.176797479682428,-8.421906370948495
BRZ-00081,0.0,0.0,1.0789100999122365,0.6598263614838202,1.4248468545513566,-10.666755225701992
BRZ-00082,0.0,0.0,0.5990170929000894,1.0,12.900705520089108,-7.618238843956718
BRZ-00083,0.0,0.0,-0.4405217311129378,0.9715639810426542,2.7675897215405993,-9.894087612959202
BRZ-00084,0.0,0.0,0.05887838679054477,0.23845242795104618,17.131867732905324,-9.217572977808045
BRZ-00085,0.0,0.0,-0.03825783502432757,1.0,0.8231979405096119,-9.422444056242213
BRZ-00086,0.0,0.0,0.7096628889359722,0.5203155818540434,0.38205249532590485,-9.837427801110596
BRZ-00087,0.03878621866961918,0.0,0.47885090804384417,1.0,3.989958951001953,-9.331829124036213
BRZ-00088,0.0,0.0,0.1403021589851002,0.0,0.37365132116567584,-11.0234000806218
BRZ-00089,0.0,0.0,1.046969700982005,0.9458711971552746,1.3462969515026308,-8.536724724146223
BRZ-00090,0.0,0.0,-0.3052705234417264,0.0,3.936748329177508,-9.10584270007092
BRZ-00091,0.0,0.0,0.2201292231793058,1.0,5.232991507560724,-8.375767579682204
BRZ-00092,0.0,0.0,-0.0514743518429618,1.0,0.2221717895622389,-9.231895185289563
BRZ-00093,0.0,0.0,-0.6598456270251271,1.0,1.9685052515411376,-10.50151946173076
BRZ-00094,0.0,0.0,0.04891713742369852,1.0,3.5384179715372266,-9.673708966874617
BRZ-00095,0.0,0.0,0.6484694152807193,1.0,1.8309794924722127,-9.683686871938564
BRZ-00096,0.0,0.0,0.43689227180177115,1.0,4.026863150659156,-8.464511773146649
BRZ-00097,0.0,0.0,-0.10534766228018559,1.0,2.988953348925173,-9.343005458465369
BRZ-00098,0.0,0.0,0.23404221293051075,0.6621835443037974,2.896820345176746,-7.818731125902016
BRZ-00099,0.0,0.0,0.14024067751548472,1.0,3.1419696643310484,-8.346710386351967
BRZ-00100,5.296681625293868e-05,0.0,-0.5246977269330176,1.0,5.655335549210211,-9.116483613746572
BRZ-00101,0.0,0.0,-0.708903748338755,1.0,3.3213012623059006,-8.131697274009987
BRZ-00102,0.0,0.0,1.0075771791294577,0.0,2.0411744140253307,-10.650764905320662
BRZ-00103,0.0,0.0,0.3721093969046212,1.0,2.0768251076668056,-8.456620333518106
BRZ-00104,0.0,0.0,0.7026947695365611,0.0631163708086785,2.4407621892768523,-11.036581444811754
BRZ-00105,0.11689955876445432,0.0,0.2006469690568142,1.0,1.755554637229412,-9.713240228563953
BRZ-00106,0.0,0.0,0.09612752736676036,1.0,6.8161510901009335,-8.455195221392831
BRZ-00107,0.0,0.0,0.5343809471458517,1.0,2.1414070396180764,-8.188044022847642
BRZ-00108,0.0,0.0,0.0010095333091416805,1.0,6.140747126833232,-9.345623978853325
BRZ-00109,0.00755007510224837,0.0,0.413367007807468,1.0,0.15139306219889087,-6.879550460471723
BRZ-00110,0.0,0.0,0.25722234414636613,1.0,1.1220011436685964,-9.173958282981475
BRZ-00111,0.0,0.0,0.005027958865419703,0.29655990510083047,1.5112063252398285,-10.92450906026509
BRZ-00112,0.0,0.0,0.16338664787843546,0.0,0.44694170809787176,-8.964786310189844
BRZ-00113,0.0,0.0,-0.9656677056890108,0.6057616416732436,5.335703669358683,-9.838962963806651
BRZ-00114,0.0,0.0,-0.8747146797400304,0.6156878202601498,1.8836676263919119,-9.915375467949273
BRZ-00115,0.0,0.0,-0.4439193676574666,0.81094919259551,3.3158574900864153,-9.561008228173963
BRZ-00116,0.07505414023372067,0.0,-0.34141990552311513,1.0,2.447556324227324,-8.382864633264726
BRZ-00117,0.0,0.0,-0.2836470956488423,1.0,10.14977864466556,-8.495556540828556
BRZ-00118,0.0,0.0,0.5236729256694698,1.0,5.935516525178939,-8.71303087237783
BRZ-00119,0.0,0.0,0.5806092351264213,0.9561784445321755,4.225714085757634,-9.933726755645573
BRZ-00120,0.0,0.0,-0.024349566154544016,1.0,0.12201196484474999,-10.241026635393466
BRZ-00121,0.0,0.0,-0.07594178944477696,1.0,14.152668161056534,-8.81098837816202
BRZ-00122,0.0,0.0,0.779565826765333,0.5082872928176796,4.004077560108912,-8.708156965809028
BRZ-00123,0.0,0.0,-0.12997434096864183,1.0,2.336697421965495,-9.15711311756916
BRZ-00124,0.0,0.0,0.12159909795865083,1.0,2.863005378381694,-8.1945679946817
BRZ-00125,0.0,0.0,0.22461581509131293,0.0,2.291911856533419,-11.418115454480196
BRZ-00126,0.0,0.0,0.7784293104391324,1.0,0.5760891506324034,-4.831605981223343
BRZ-00127,0.004225365708800698,0.0,-0.11964207124005818,0.9187376725838263,6.945935321280306,-9.509695701695613
BRZ-00128,0.0,0.0,0.24695924249739643,1.0,0.18383641263405237,-9.62971589742972
BRZ-00129,0.0,0.0,0.05636769739544823,0.9155151993683379,1.8503807004523318,-9.036756414478551
BRZ-00130,0.0,0.0,0.10892720155768282,0.7571935356720536,1.1968552746087942,-3.8713184843397856
BRZ-00131,0.0,0.0,-0.8256176384429581,0.6692944422546315,2.8017106267244776,-10.021291619623316
BRZ-00132,0.0,0.0,0.6005158035900192,0.8813291139240507,2.1073704489893252,-8.150934569893552
BRZ-00133,0.0,0.0,-0.7136096028600896,1.0,2.3820861282424177,-7.310707986605612
BRZ-00134,0.0,0.0,0.4805981584587236,0.9025742574257424,4.793535547869148,-5.457166849458379
BRZ-00135,0.0,0.0,-0.5431141910740389,0.0,1.553266247463694,-11.487403040577954
BRZ-00136,0.00749553644361342,0.0,0.1943208697693828,1.0,4.3373235221175275,-6.647266295478523
BRZ-00137,0.003726557912614947,0.0,-0.951232032798431,1.0,3.081183821591621,-11.52680411458596
BRZ-00138,0.0,0.0,-0.5863290910063349,1.0,2.4879641314277907,-8.894223085880153
BRZ-00139,0.0,0.0,-0.39944629992528713,1.0,10.30456636859956,-8.238609670412004
BRZ-00140,0.0,0.0,0.07287589956602865,1.0,0.5493513410356275,-8.473157553335911
BRZ-00141,0.0,0.0,0.1783676197253233,1.0,2.5189496815683423,-6.749609203492969
BRZ-00142,0.0,0.0,1.0359635091971129,1.0,1.2159209411131906,-5.66187709635681
BRZ-00143,0.0,0.0,1.2054395723336508,1.0,1.790041497756976,-7.25414479624735
BRZ-00144,0.02707439607344066,0.0,-0.27405569194429036,0.9996041171813144,11.392935263011598,-7.509467977532358
BRZ-00145,0.09314323104343067,0.0,0.9643481737702468,1.0,1.340384075967104,-7.708360829827603
BRZ-00146,0.0,0.0,0.42280830413690007,0.6265772870662462,7.485519424785199,-9.496648840720601
BRZ-00147,0.0,0.0,0.13556526770551391,0.0,3.979121380095851,-11.006296621697112
BRZ-00148,0.0,0.0,1.2673264438228882,0.29560743965176095,4.443218964808909,-9.6138123246775
BRZ-00149,0.00526036017387223,0.0,-0.1949568499474536,1.0,1.346272623474025,-8.123880357923584
BRZ-00150,0.0,0.0,0.015718342332624362,1.0,6.712791597408182,-10.506060428470366
BRZ-00151,0.0007236768534368644,0.0,0.22053098717612352,1.0,8.028438204578213,-7.396882010789214
BRZ-00152,0.011728012641153392,0.0,-0.24997694114197075,1.0,4.545683032828036,-9.512436021694057
BRZ-00153,0.013268198766330681,0.0,0.4479972944105984,0.9988118811881188,5.294947549408474,-8.822507560465462
BRZ-00154,0.0,0.0,-0.47880477842979247,0.0,6.116170711807208,-10.927844048478054
BRZ-00155,0.0,0.0,0.07101648512128346,1.0,3.8927728317594097,-9.08043695973569
BRZ-00156,0.0,0.0,0.352859408851879,1.0,6.616490238158493,-8.24019502919295
BRZ-00157,0.0,0.0,0.9163310814269052,0.0,2.1832035978245004,-11.704914807298525
BRZ-00158,0.0,0.0,0.5944300520367481,1.0,1.11341707354321,-8.3835872944833
BRZ-00159,0.0,0.0,-0.6819140557771809,1.0,7.2646861664539975,-10.257565381347046
BRZ-00160,0.0897592972845203,0.0,-0.13612960376132585,1.0,8.046655256048462,-9.972781441816903
BRZ-00161,0.0,0.0,0.43623539057743005,0.5879794385132464,4.3658897311440885,-8.98207134756909
BRZ-00162,0.0,0.0,0.07973745396842598,0.7801502570185844,0.8763173983249688,-10.923346061037682
BRZ-00163,0.0,0.0,0.2044139512288962,1.0,1.4637298965596492,-9.737033136082172
BRZ-00164,0.4418201443466878,0.0,1.4006771149372144,1.0,4.026337966565947,-8.552531734678118
BRZ-00165,0.02696364850630402,0.0,0.15528307051350052,1.0,2.5826545782664914,-10.225961222079889
BRZ-00166,0.0,0.0,-0.38172657977515817,0.0,2.648559007759623,-9.374401068946305
BRZ-00167,0.0,0.0,0.59890933023386,0.19621002763521517,3.2979344313112575,-9.40687310090411
BRZ-00168,0.0,0.0,-1.4008580504783388,1.0,3.56605332941669,-7.200946561041406
BRZ-00169,0.0,0.0,-0.6362945602373422,1.0,1.5191633668017859,-9.392416770257478
BRZ-00170,0.0,0.0,-0.2743273288814949,1.0,6.406778142889859,-9.763066783131567
BRZ-00171,0.0,0.0,-0.04659204688256328,1.0,8.160681771472076,-8.565780445771017
BRZ-00172,0.0,0.0,0.284916152138676,0.7545311268715527,4.949953410060634,-7.411156805475328
BRZ-00173,0.0,0.0,0.09474975825400887,0.9763406940063092,2.907345472713223,-7.57415522401026
BRZ-00174,0.0,0.0,0.5432784542492036,1.0,1.327593960287615,-10.830587995500789
BRZ-00175,0.0,0.0,-0.2681362406696622,1.0,1.4386910295980748,-9.887029698140063
BRZ-00176,0.5945107751871104,0.0,1.0678284827090054,1.0,1.7829478929910736,-7.910147125720727
BRZ-00177,0.0,0.0,-0.76454189342762,1.0,1.533775942678779,-9.881914737546888
BRZ-00178,0.0,0.0,-0.19755287339922847,1.0,3.6332439444266362,-8.14693704844584
BRZ-00179,0.0026968739274080664,0.0,-0.22066979881798815,1.0,1.985207255705462,-8.365875016287717
BRZ-00180,0.0,0.0,-0.8722743399525433,1.0,6.645804102564103,-9.4944893889475
BRZ-00181,0.0,0.0,-0.052452145424954,1.0,8.156413966945157,-9.468587977560674
BRZ-00182,0.0,0.0,-0.9761272186154822,1.0,1.7866064451871688,-9.336560005164207
BRZ-00183,0.03996450218405177,0.0,0.31915191698137957,0.6924901185770752,1.958386388091981,-11.566399003561965
BRZ-00184,0.0,0.0,-0.0930607685219907,1.0,5.822619525316123,-8.383172902837067
BRZ-00185,0.0,0.0,0.2070052538764159,1.0,2.576288366168711,-5.952065286273135
BRZ-00186,0.0,0.0,0.056099459861551036,1.0,1.7856316971318171,-8.785972196555
BRZ-00187,0.0,0.0,0.3820432550571811,0.9754843811783315,1.443102279092043,-8.446016819503015
BRZ-00188,0.0,0.0,-0.581495524672218,1.0,1.5643991049697532,-8.078109632797402
BRZ-00189,0.0,0.0,0.03992781683028125,0.9605055292259084,3.3114195491708807,-9.658323918028966
BRZ-00190,0.0,0.0,-0.15295112874793132,0.03947887879984208,7.599036831769344,-9.081033304189772
BRZ-00191,0.003099927081419,0.0,-0.44514670030404085,1.0,4.747217548152657,-8.0386027303995
BRZ-00192,0.0,0.0,-0.532535042616861,1.0,7.232874562708136,-8.351560835136057
BRZ-00193,0.0,0.0,0.7003548282593488,0.9472233162662463,3.329809903843817,-10.47756591551529
BRZ-00194,0.006708078168703047,0.0,0.3471696403704343,1.0,5.544672532485294,-7.118789101468658
BRZ-00195,0.0,0.0,0.6101252283920853,0.9474930911962101,2.8504315020876954,-9.690306826422573
BRZ-00196,0.0,0.0,0.049353924780267504,1.0,1.103895961860497,-9.726433721108988
BRZ-00197,0.0,0.0,-0.02694467903662282,1.0,2.637860797240303,-8.058259758461471
BRZ-00198,0.0,0.0,0.14996237284903627,0.9960443037974683,0.17156758122027677,-12.156513675923273
BRZ-00199,0.0,0.0,-1.0518836410529606,1.0,2.944476556435624,-7.453131366794116
BRZ-00200,0.044844320239756895,0.0,-0.115205461244328,1.0,1.4320259098963686,-8.551194308407156
BRZ-00201,0.0,0.0,-0.5364943969196067,0.9956607495069034,8.74256411784426,-8.881715686888207
BRZ-00202,0.0,0.0,-0.1390243332674806,0.9821993670886077,0.958948545742669,-9.209157184295776
BRZ-00203,0.0,0.0,0.39058689494539006,1.0,1.8700542642445088,-5.99885731138273
BRZ-00204,0.0,0.0,0.7338009716851001,1.0,1.130309630710379,-8.224491578179032
BRZ-00205,0.0,0.0,0.4601038978232463,0.0,1.408983033313804,-11.108192544821911
BRZ-00206,0.0,0.0,-0.6387982514354119,0.13702970297029704,8.019409853654192,-10.578795319865689
BRZ-00207,0.0,0.0,0.19028841793469534,0.9944620253164557,2.6225925599440743,-10.07117135632357
BRZ-00208,0.0,0.0,0.4401605980549226,0.0,1.3136212074956755,-9.457890020945873
BRZ-00209,0.0,0.0,0.732227524339722,0.7600950118764846,4.992956005599868,-8.297745136313715
BRZ-00210,0.0,0.0,0.19053714744400463,0.0,5.984361275698053,-9.83184634146819
BRZ-00211,0.0,0.0,0.32198544037088433,1.0,1.076821118963866,-8.958929081172656
BRZ-00212,0.0,0.0,0.30440940182764614,1.0,1.631374019379167,-7.4544218007556164
BRZ-00213,0.002146260060331791,0.0,-0.841351990125526,0.9976350019708317,1.9766488156252433,-9.140407773733536
BRZ-00214,0.0,0.0,-0.27082908077224177,1.0,1.273224387780097,-9.052074210116421
BRZ-00215,0.0,0.0,0.5036594509457268,1.0,3.377723951250145,-9.20238627813313
BRZ-00216,0.0,0.0,-0.5591738491856535,1.0,3.7028116893097094,-10.718973460115752
BRZ-00217,0.0,0.0,-0.09175973039963538,1.0,3.049335689636418,-8.334998056035085
BRZ-00218,0.0,0.0,-0.1520552456343692,0.009456264775413711,4.547284122680953,-12.662719263906995
BRZ-00219,0.0,0.0,-0.2097603366203348,1.0,22.59211101853594,-9.20162531866501
BRZ-00220,0.0,0.0,-0.009422826292788783,1.0,2.3838542533590292,-8.028438827824173
BRZ-00221,0.00043082217194602857,0.0,0.25188897118929154,0.8975069252077562,0.40818960469401777,-7.791661059909719
BRZ-00222,0.0,0.0,-0.15678512223913044,1.0,3.1111718509765494,-9.416246286829475
BRZ-00223,0.0,0.0,-0.07994552006765465,1.0,1.724456050101135,-9.939724604535813
BRZ-00224,0.0,0.0,0.5504434277372685,1.0,4.714034691021283,-6.985155831444235
BRZ-00225,0.0,0.0,0.7379028099116296,1.0,6.97886528927638,-6.0030783475072855
BRZ-00226,0.0,0.0,0.7343228862080641,0.6524486571879938,1.167987603823465,-9.280536902333328
BRZ-00227,0.0,0.0,0.38679563797905075,0.0,5.06298163464024,-10.39190797528696
BRZ-00228,0.0,0.0,0.005450775640145573,0.7455551165547215,9.701618727130716,-10.299606194060347
BRZ-00229,0.0,0.0,0.10393180893320796,1.0,1.322421721111684,-10.058762408028121
BRZ-00230,0.0,0.0,-0.27787113036803635,1.0,4.129096223246076,-5.6611214061579345
BRZ-00231,0.0,0.0,0.36410897661839486,1.0,0.32197682868824573,-11.007312404718428
BRZ-00232,0.0,0.0,0.035122472792239026,1.0,14.390223721147928,-8.998954977384503
BRZ-00233,0.0,0.0,0.11102931009495828,1.0,3.5173580427346502,-9.856641911985287
BRZ-00234,0.0,0.0,0.5978849988927998,0.0,7.428668574324333,-10.44678361894827
BRZ-00235,0.0,0.0,-0.30041875376298804,0.7527689873417722,1.4727457563191428,-8.775243297894022
BRZ-00236,0.0,0.0,-0.2886094372118216,1.0,1.9149673407607029,-9.053371841157215
BRZ-00237,0.0,0.0,0.5058148184819273,0.8834452785460293,3.326211503747785,-9.279328385335205
BRZ-00238,0.0,0.0,-0.11231334264078757,1.0,1.7800125432735587,-9.353730971734336
BRZ-00239,0.0,0.0,-0.1856711207007935,1.0,4.263797435464168,-8.292613110545714
BRZ-00240,0.0,0.0,-0.3461526610242993,0.7281361297981797,2.038741658469451,-10.811520382659799
BRZ-00241,0.0003788011911397475,0.0,-0.5681629569851535,1.0,1.7751722922705324,-10.276467281027948
BRZ-00242,0.0,0.0,0.7630837456164933,0.33806706114398427,12.028195789967043,-8.441762414510741
BRZ-00243,0.015466029884927315,0.0,-0.4189725700828988,1.0,6.7346020567190354,-10.13210329265623
BRZ-00244,0.0,0.0,-0.9197622328004759,1.0,3.7285351048789237,-10.222224490280862
BRZ-00245,0.042357456987067596,0.0,0.2055713722763325,1.0,0.15473524274812522,-9.85270687456697
BRZ-00246,0.0,0.0,0.37713389573570644,1.0,3.836769262971329,-9.40460162398508
BRZ-00247,0.0,0.0,-0.5920089715321971,0.8237154150197631,2.5438794445148822,-9.123520332317197
BRZ-00248,0.0,0.0,1.011785933037894,0.9861823924200553,0.9946175962279298,-8.565258777678203
BRZ-00249,0.0,0.0,0.3073400576112369,0.03982649842271294,2.7655602081454966,-9.964851252558622
BRZ-00250,0.0,0.0,0.230420920845601,1.0,1.8419366835734852,-9.613116060608544
BRZ-00251,0.0,0.0,-0.15769187532471923,0.0,0.06890696953015603,-8.667545806247487
BRZ-00252,0.0,0.0,-0.13342485013166797,1.0,2.3401183080879577,-9.605391741335284
BRZ-00253,0.0,0.0,-0.37392503146475503,1.0,0.6358557720904244,-9.522960904093463
BRZ-00254,0.23172052551168026,0.0,0.2548263940309212,1.0,2.0160566796581727,-9.35841719789524
BRZ-00255,0.0,0.0,-0.7394206042414098,1.0,2.600711153017263,-8.7078359232069
BRZ-00256,0.0,0.0,-0.10290227387376777,0.0,4.034070887844378,-9.263882756128623
BRZ-00257,0.0,0.0,-0.04661746108850845,0.49921011058451825,0.8630996104262113,-9.079545877045497
BRZ-00258,0.0,0.0,0.41783565515899995,1.0,3.297977812902029,-9.54992767973438
BRZ-00259,0.0,0.0,-0.10743291004424449,0.46396218983851917,1.2957969977314467,-10.700881874293009
BRZ-00260,0.02400844838907627,0.0,0.5910960462243005,0.9992119779353822,2.4095696364992105,-10.045165211693712
BRZ-00261,0.0,0.0,0.36585487462342514,1.0,0.1857752082730242,-8.436685597247621
BRZ-00262,0.0,0.0,0.7041549027977669,1.0,2.7665921373722,-9.200034998976566
BRZ-00263,0.06849144599160012,0.0,1.7259355197058388,1.0,3.0388821984864185,-9.013225152949646
BRZ-00264,0.0,0.0,-0.2121275004343257,1.0,0.005452888465733409,-7.7308349932023015
BRZ-00265,0.0,0.0,1.0078604431408882,1.0,0.7402350515198622,-8.58089037045674
BRZ-00266,0.0,0.0,0.35774084783892257,1.0,1.5510019923533973,-8.58458167957648
BRZ-00267,0.0,0.0,-0.03763144813315902,1.0,4.754558555747169,-8.976943627278402
BRZ-00268,0.0,0.0,-0.7154108512387276,1.0,17.871155706869935,-11.795768903566191
BRZ-00269,0.0,0.0,0.6241895755551395,1.0,2.33268071764591,-6.529104757844502
BRZ-00270,0.0,0.0,0.009024655092895892,0.5479018210609661,2.4023135884916385,-9.533076128224122
BRZ-00271,0.0,0.0,-1.797371872310915,0.0,1.7889417724803567,-14.069718303405285
BRZ-00272,0.0,0.0,0.05276057675083823,1.0,1.2666105035385076,-8.535210471156722
BRZ-00273,0.16435458927547833,0.0,0.27533976746337907,1.0,4.510541303325257,-9.319323149530272
BRZ-00274,0.0,0.0,0.24508493824765934,0.962787015043547,2.0852697737462274,-9.301267754992665
BRZ-00275,0.0,0.0,0.007488031910179526,1.0,2.628301006021657,-9.307317316593975
BRZ-00276,0.0,0.0,0.0004925735189675299,1.0,1.617521801370687,-9.210073858605353
BRZ-00277,0.0,0.0,0.3826607333891789,1.0,1.4025319617562353,-8.689951479824929
BRZ-00278,0.0,0.0,0.6769741618733194,1.0,0.05390342205415217,-10.17276703606828
BRZ-00279,0.0,0.0,-0.06416237423163276,1.0,0.9645290404422373,-8.57257705920939
BRZ-00280,0.0,0.0,-0.7641135990715187,1.0,1.5896961313649367,-9.246397902871227
BRZ-00281,0.0,0.0,0.648996222055795,0.6508501383946224,0.4377003983079722,-10.270475344209263
BRZ-00282,0.0,0.0,0.18676889143076858,1.0,9.785008166770709,-8.708429730671364
BRZ-00283,0.0,0.0,0.09026643451154273,0.15506329113924053,1.307396923599002,-11.548663873340008
