property_id,address,latitude,longitude
HARV-00056,"3641 Westheimer Road, 77027",29.741372,-95.437165
HARV-00057,"3703 Westheimer Road, Houston, TX, 77027",29.741423,-95.437758
HARV-00058,"3747 Westheimer Road, TX, 77027",29.74116,-95.441215
HARV-00059,"6600 Fannin Street, Houston, TX, 77030",29.70973,-95.401162
HARV-00060,"6605 Main Street, Houston, TX, 77030",29.70992,-95.401892
HARV-00061,"1709 Dryden Road, Houston, TX, 77030",29.709862,-95.401346
HARV-00062,"6622 Fannin Street, Houston, TX, 77030",29.70936,-95.401448
HARV-00063,"6609 Main Street, Houston, TX, 77030",29.70982,-95.401978
HARV-00064,"6601 Main Street, Houston, TX, 77030",29.710098,-95.401754
HARV-00065,"6770 Bertner Avenue, Houston, TX, 77030",29.70793,-95.399419
HARV-00066,"8130 Kirby Drive, Houston, TX, 77054",29.690226,-95.415118
HARV-00067,"8202 Kirby Drive, Houston, TX, 77054",29.69137,-95.41364
HARV-00068,"2116 West Holcombe Boulevard, Houston, TX, 77030-3304",29.70655,-95.405936
HARV-00069,"1600 Holcombe Boulevard, Houston, TX, 77030",29.706565,-95.405349
HARV-00070,"1133 John Freeman Boulevard, Houston, TX, 77030",29.711878,-95.396818
HARV-00071,"4814 Imogene Street, Houston, TX, 77096",29.683556,-95.461856
HARV-00072,"710 Meyerland Plaza, Houston, TX, 77096",29.688872,-95.462114
HARV-00073,"708 Meyerland Plaza, Houston, TX, 77096",29.688869,-95.461961
HARV-00074,"4807 Jason Street, Houston, TX, 77096",29.684213,-95.461472
HARV-00075,"8926 Sager Drive, Houston, TX, 77096",29.680997,-95.467024
HARV-00076,"4827 Braesvalley Drive, Houston, TX, 77096",29.681412,-95.462447
HARV-00077,"8918 Sager Drive, Houston, TX, 77096",29.681463,-95.467108
HARV-00078,"4815 Braesvalley Drive, Houston, TX, 77096",29.681964,-95.461785
HARV-00079,"4707 Braesvalley Drive, Houston, TX, 77096",29.682768,-95.459717
HARV-00080,"5002 Braesvalley Drive, Houston, TX, 77096",29.681104,-95.465371
HARV-00081,"5015 Braesvalley Drive, Houston, TX, 77096",29.68055,-95.466238
HARV-00082,"5031 Braesvalley Drive, Houston, TX, 77096",29.680471,-95.467474
HARV-00083,"8715 West Loop South, Houston, TX, 77096",29.686239,-95.456651
HARV-00084,"202 Tuam Street, Houston, TX, 77006",29.747392,-95.382385
HARV-00085,"1953 West Gray Street, Houston, TX, 77019",29.752875,-95.406604
HARV-00086,"5034 Jackwood Street, Houston, TX, 77096",29.685047,-95.467206
HARV-00087,"1770 Saint James Place, Houston, TX, 77056",29.748125,-95.473443
HARV-00088,"2922 South Shepherd Drive, Houston, TX, 77098",29.7392,-95.411169
HARV-00089,5020 Montrose Boulevard,29.728025,-95.391406
HARV-00090,"5109 Bellaire Boulevard, Bellaire, TX, 77401",29.705123,-95.469253
HARV-00091,"2902 South Shepherd Drive, Houston, TX, 77098",29.739609,-95.411149
HARV-00092,"2934 South Shepherd Drive, Houston, TX, 77098",29.738834,-95.411154
HARV-00093,"1946 West Gray Street, Houston, TX",29.753808,-95.406182
HARV-00094,"2071 Westheimer Road, Houston, TX, 77098",29.742229,-95.410432
HARV-00095,"2810 Westheimer Road, Houston, TX, 77098",29.742563,-95.421236
HARV-00096,"3902 Bissonnet Street, Houston",29.722736,-95.439776
HARV-00097,"3900 Bissonnet Street, Houston",29.722627,-95.439482
HARV-00098,4056 Bellaire Boulevard,29.706282,-95.442099
HARV-00099,4050 Bellaire Boulevard,29.706432,-95.442079
HARV-00100,"4715 Westheimer Road, Houston, TX",29.740553,-95.456784
HARV-00101,"3131 Eastside Street, Houston, TX",29.737335,-95.424517
HARV-00102,"3310 Eastside Street, Houston, TX",29.736231,-95.42501
HARV-00103,"4946 Beechnut Street, Houston, TX",29.689577,-95.464781
HARV-00104,"5475 West Loop South, Houston, TX, 77081",29.722989,-95.458715
HARV-00105,"4001 Coleridge Street, West University Place",29.71785,-95.441452
HARV-00106,"3933 University Boulevard, West University",29.714314,-95.440951
HARV-00107,"6719 Weslayan Street, Houston, TX, 77005",29.706868,-95.440835
HARV-00108,"4668 Beechnut Street, Houston, TX, 77096",29.689483,-95.45718
HARV-00109,"700 Meyerland Plaza Mall, Houston, TX, 77096",29.687295,-95.46062
HARV-00110,"3651 Weslayan, Houston, TX, 77046",29.7338,-95.441069
HARV-00111,"4001 Richmond Avenue, Houston, TX, 77027",29.73224,-95.441793
HARV-00112,"3995 Richmond Avenue, Houston, TX",29.732151,-95.441158
HARV-00113,"4831 Jason Street, Houston, TX, 77096",29.683673,-95.462767
HARV-00114,"1151 Uptown Park Boulevard, Houston, TX, 77056",29.754333,-95.457265
HARV-00115,"1001 West Loop South, Houston",29.759037,-95.454582
HARV-00116,"2515 Post Oak Boulevard, Houston, TX, 77056",29.741228,-95.460457
HARV-00117,"4708 Holt Street, Bellaire, 77401",29.691865,-95.459741
HARV-00118,"5710 Memorial Drive, Houston, TX",29.761767,-95.419537
HARV-00119,1131 Uptown Park Boulevard,29.755848,-95.456499
HARV-00120,1101 Uptown Park Boulevard,29.756166,-95.457024
HARV-00121,"4001 Bellaire Boulevard, Houston, TX, 77025",29.705441,-95.440892
HARV-00122,"4326B Scotland Street, Houston, TX, 77007",29.764077,-95.40424
HARV-00123,"4326A Scotland Street, Houston, TX, 77007",29.764075,-95.404329
HARV-00124,"6028 Memorial Drive, Houston",29.762773,-95.423955
HARV-00125,1121 Uptown Park Boulevard,29.757043,-95.456657
HARV-00126,"2900 Richmond Avenue, Houston, TX",29.734488,-95.422512
HARV-00127,"5022 North Braeswood Boulevard, Houston, TX, 77096",29.680092,-95.466777
HARV-00128,5130 North Braeswood Boulevard,29.679464,-95.469943
HARV-00129,"5230 North Braeswood Boulevard, Houston, TX, 77096",29.678704,-95.474119
HARV-00130,"5202 North Braeswood Boulevard, Houston, TX, 77096",29.679068,-95.47215
HARV-00131,"5258 North Braeswood Boulevard, Houston, TX, 77096",29.678371,-95.476216
HARV-00132,"10825 Craighead Drive, Houston",29.663951,-95.445391
HARV-00133,"5014 North Braeswood Boulevard, Houston, TX, 77096",29.680172,-95.466143
HARV-00134,"4910 North Braeswood Boulevard, Houston, TX, 77096",29.68055,-95.463123
HARV-00135,"4906 North Braeswood Boulevard, Houston, TX, 77096",29.680652,-95.462807
HARV-00136,"4774 Beechnut Street, Houston, TX",29.689601,-95.460835
HARV-00137,"4782 Beechnut Street, Houston, TX",29.689598,-95.461115
HARV-00138,"4834 Beechnut Street, Houston, TX",29.689592,-95.461689
HARV-00139,"4798 Beechnut Street, Houston, TX",29.689597,-95.461186
HARV-00140,"4934 Beechnut Street, Houston, TX",29.689569,-95.464086
HARV-00141,"4990 Beechnut Street, Houston, TX",29.689558,-95.46519
HARV-00142,"5006 Westheimer Road, Houston, TX",29.741507,-95.461466
HARV-00143,"11880 Bissonnet Street, Houston, 77099",29.675575,-95.586987
HARV-00144,"5070 Richmond Avenue, Houston, TX, 77056",29.732873,-95.462935
HARV-00145,"4061 Bellaire Boulevard, Houston, TX, 77025",29.705165,-95.442381
HARV-00146,"8401 Westheimer Road, Houston, TX, 77063",29.736546,-95.514501
HARV-00147,"6001 Hillcroft Avenue, Houston, TX, 77081",29.716591,-95.498275
HARV-00148,"5902 Hillcroft Avenue, Houston, TX, 77036",29.718312,-95.501114
HARV-00149,"9123 Stella Link Road, Houston, 77025",29.682824,-95.439176
HARV-00150,"2912 White Oak Drive, Houston, TX, 77007",29.781878,-95.390026
HARV-00151,"5115 Bellaire Boulevard, Bellaire, TX, 77401",29.705118,-95.469469
HARV-00152,"5587 Richmond Avenue, Houston, 77056",29.730872,-95.476068
HARV-00153,"5216 Richmond Avenue, Houston, 77056",29.73199,-95.467852
HARV-00154,"5115 Buffalo Speedway, Houston, TX, 77005",29.728194,-95.427617
HARV-00155,"3963 Kirby Drive, Houston, TX",29.731283,-95.418191
HARV-00156,"3745 Greenbriar Drive, Houston, TX, 77098",29.732781,-95.412748
HARV-00157,"4001 Bellaire Boulevard, Houston, TX",29.705493,-95.440525
HARV-00158,"3191 West Holcombe Boulevard, Houston",29.705819,-95.426676
HARV-00159,"1816 Thompson Street, Houston, TX, 77007",29.77637,-95.404147
HARV-00160,"1996 West Gray Street, Houston, TX, 77019",29.753388,-95.408209
HARV-00161,"1997 West Gray Street, Houston, TX",29.752735,-95.408213
HARV-00162,"9774 Katy Freeway, Houston, 77055",29.78575,-95.536666
HARV-00163,"3821 Richmond Avenue, Houston, TX",29.732293,-95.439316
HARV-00164,"3819 Richmond Avenue, Houston, TX, 77027",29.732283,-95.439119
HARV-00165,"2646 South Shepherd Drive, Houston, TX",29.740914,-95.410956
HARV-00166,"2621 South Shepherd Drive, Houston, TX",29.741098,-95.410374
HARV-00167,"8205 Braesmain Drive, Houston, TX, 77025",29.693744,-95.418427
HARV-00168,"10511 Chatterton Drive, Houston, 77043",29.799167,-95.555841
HARV-00169,"1963 West Gray Street, Houston, TX",29.752761,-95.406863
HARV-00170,"1992 West Gray Street, Houston, TX, 77019",29.753435,-95.407888
HARV-00171,"1984 West Gray Street, Houston, TX, 77019",29.75344,-95.407765
HARV-00172,"2501 Post Oak Boulevard, Houston, TX",29.741923,-95.460148
HARV-00173,"10150 Southwest Freeway, Houston, 77074",29.668708,-95.550979
HARV-00174,"10002 Southwest Freeway, Houston, 77074",29.669269,-95.550265
HARV-00175,"5900 Memorial Drive, Houston",29.761774,-95.421278
HARV-00176,"929 Gessner Road, Houston, TX, 77024",29.782337,-95.545366
HARV-00177,"5003 Holly Street, Bellaire, 77401",29.692752,-95.466712
HARV-00178,"5001 Holly Street, Bellaire, 77401",29.692747,-95.466506
HARV-00179,"4903 Holly Street, Bellaire, 77401",29.692779,-95.463462
HARV-00180,"4901 Holly Street, Bellaire, 77401",29.692779,-95.463217
HARV-00181,"4900 Holly Street, Bellaire, 77401",29.693321,-95.463244
HARV-00182,"4809 Holly Street, Bellaire, 77401",29.692775,-95.462201
HARV-00183,"4805 Holly Street, Bellaire, 77401",29.692796,-95.461771
HARV-00184,"4801 Holly Street, Bellaire, 77401",29.692779,-95.461372
HARV-00185,"4701 Holly Street, Bellaire, 77401",29.692815,-95.4597
HARV-00186,"4703 Holly Street, Bellaire, 77401",29.692837,-95.459942
HARV-00187,"4705 Holly Street, Bellaire, 77401",29.692836,-95.46016
HARV-00188,"4707 Holly Street, Bellaire, 77401",29.69284,-95.460364
HARV-00189,"4711 Holly Street, Bellaire, 77401",29.692803,-95.460777
HARV-00190,"4713 Holly Street, Bellaire, 77401",29.69284,-95.460962
HARV-00191,"4715 Holly Street, Bellaire, 77401",29.69281,-95.46117
HARV-00192,"4904 Holly Street, Bellaire, 77401",29.693327,-95.463482
HARV-00193,"4906 Holly Street, Bellaire, 77401",29.693332,-95.463721
HARV-00194,"4908 Holly Street, Bellaire, 77401",29.693334,-95.463967
HARV-00195,"4910 Holly Street, Bellaire, 77401",29.693346,-95.464185
HARV-00196,"4912 Holly Street, Bellaire, 77401",29.693285,-95.464397
HARV-00197,"4914 Holly Street, Bellaire, 77401",29.693316,-95.464635
HARV-00198,"4916 Holly Street, Bellaire, 77401",29.693313,-95.464836
HARV-00199,"4918 Holly Street, Bellaire, 77401",29.693298,-95.465024
HARV-00200,"4920 Holly Street, Bellaire, 77401",29.693303,-95.465245
HARV-00201,"4922 Holly Street, Bellaire, 77401",29.693312,-95.465462
HARV-00202,"4924 Holly Street, Bellaire, 77401",29.693321,-95.465674
HARV-00203,"4926 Holly Street, Bellaire, 77401",29.693317,-95.465862
HARV-00204,"4930 Holly Street, Bellaire, 77401",29.693283,-95.466287
HARV-00205,"4700 Holly Street, Bellaire, 77401",29.693366,-95.459733
HARV-00206,"4702 Holly Street, Bellaire, 77401",29.693384,-95.459955
HARV-00207,"4704 Holly Street, Bellaire, 77401",29.693366,-95.460175
HARV-00208,"4706 Holly Street, Bellaire, 77401",29.693356,-95.460369
HARV-00209,"4712 Holly Street, Bellaire, 77401",29.693375,-95.460959
HARV-00210,"4714 Holly Street, Bellaire, 77401",29.693317,-95.461168
HARV-00211,"4800 Holly Street, Bellaire, 77401",29.693333,-95.46138
HARV-00212,"4802 Holly Street, Bellaire, 77401",29.693319,-95.461589
HARV-00213,"4804 Holly Street, Bellaire, 77401",29.693321,-95.461806
HARV-00214,"4806 Holly Street, Bellaire, 77401",29.693338,-95.461997
HARV-00215,"4808 Holly Street, Bellaire, 77401",29.693335,-95.462195
HARV-00216,"4810 Holly Street, Bellaire, 77401",29.693356,-95.462402
HARV-00217,"4812 Holly Street, Bellaire, 77401",29.693333,-95.462627
HARV-00218,"4814 Holly Street, Bellaire, 77401",29.693338,-95.462836
HARV-00219,"4907 Holly Street, Bellaire, 77401",29.692748,-95.463893
HARV-00220,"4909 Holly Street, Bellaire, 77401",29.69276,-95.464097
HARV-00221,"4911 Holly Street, Bellaire, 77401",29.692765,-95.464338
HARV-00222,"4913 Holly Street, Bellaire, 77401",29.692781,-95.464572
HARV-00223,"4915 Holly Street, Bellaire, 77401",29.692762,-95.464781
HARV-00224,"4917 Holly Street, Bellaire, 77401",29.692781,-95.464974
HARV-00225,"4919 Holly Street, Bellaire, 77401",29.692744,-95.465186
HARV-00226,"4923 Holly Street, Bellaire, 77401",29.692769,-95.465609
HARV-00227,"4925 Holly Street, Bellaire, 77401",29.692771,-95.465813
HARV-00228,"4927 Holly Street, Bellaire, 77401",29.692744,-95.466063
HARV-00229,"4929 Holly Street, Bellaire, 77401",29.692767,-95.466277
HARV-00230,"2630 Westheimer Road, Houston, TX",29.742409,-95.41975
HARV-00231,"2611 South Shepherd Drive, Houston, TX, 77098",29.742016,-95.410482
HARV-00232,"2071 Westheimer Road, Houston, TX",29.742246,-95.410224
HARV-00233,1665 Westheimer Road,29.742644,-95.401782
HARV-00234,"3518 South Shepherd Drive, Houston, TX, 77098",29.734463,-95.410989
HARV-00235,"3514 South Shepherd Drive, Houston, TX, 77098",29.734625,-95.410967
HARV-00236,"2107 Richmond Avenue, Houston, TX, 77098",29.733986,-95.411029
HARV-00237,"9630 Westheimer Road, Houston, TX, 77063",29.738612,-95.535918
HARV-00238,"5003 Loch Lomond Drive, Houston, TX, 77096",29.681589,-95.465494
HARV-00239,"5014 Loch Lomond Drive, Houston, TX, 77096",29.681999,-95.466306
HARV-00240,"8230 Kirby Drive, Houston, TX, 77054",29.689432,-95.413433
HARV-00241,"3246 South Loop West, Houston, TX, 77025",29.678526,-95.427622
HARV-00242,"4814 North Braeswood Boulevard, Houston, TX, 77096",29.681375,-95.461766
HARV-00243,"4903 Jason Street, Houston, TX, 77096",29.683408,-95.463727
HARV-00244,"4907 Jason Street, Houston, TX, 77096",29.683353,-95.463992
HARV-00245,"4922 Jason Street, Houston, TX, 77096",29.683791,-95.465115
HARV-00246,"5006 Jason Street, Houston, TX, 77096",29.683788,-95.465838
HARV-00247,"5015 Grape Street, Houston, TX, 77096",29.685757,-95.465696
HARV-00248,"5022 Jason Street, Houston, TX, 77096",29.683976,-95.466799
HARV-00249,"6600 South Rice, Bellaire, TX, 77401",29.707271,-95.468307
HARV-00250,"403 Jackson Hill Street, Houston, TX, 77007",29.764863,-95.401949
HARV-00251,"405 Jackson Hill Street, Houston, TX, 77007",29.764933,-95.401949
HARV-00252,"407 Jackson Hill Street, Houston, TX, 77007",29.765002,-95.401949
HARV-00253,"409 Jackson Hill Street, Houston, TX, 77007",29.765078,-95.401947
HARV-00254,"411 Jackson Hill Street, Houston, TX, 77007",29.765147,-95.401952
HARV-00255,"413 Jackson Hill Street, Houston, TX, 77007",29.765226,-95.401955
HARV-00256,"5025 Jason Street, Houston, TX, 77096",29.683534,-95.467027
HARV-00257,"8823 South Rice Avenue, Houston, TX, 77096",29.6825,-95.467538
HARV-00258,"5747 South Braeswood Boulevard, Houston",29.674871,-95.488794
HARV-00259,"5879 Braesheather Drive, Houston",29.675797,-95.493441
HARV-00260,"5234 North Braeswood Boulevard, Houston, TX, 77096",29.678679,-95.474427
HARV-00261,"5238 North Braeswood Boulevard, Houston, TX, 77096",29.678641,-95.47471
HARV-00262,"5242 North Braeswood Boulevard, Houston, TX, 77096",29.678592,-95.475014
HARV-00263,"5246 North Braeswood Boulevard, Houston, TX, 77096",29.678523,-95.475329
HARV-00264,"5250 North Braeswood Boulevard, Houston, TX, 77096",29.678465,-95.475625
HARV-00265,"5254 North Braeswood Boulevard, Houston, TX, 77096",29.678455,-95.47593
HARV-00266,"5142 Jackwood Street, 77096",29.685103,-95.47055
HARV-00267,"5035 Jackwood Street, Houston, TX, 77096",29.684673,-95.467284
HARV-00268,"5106 Jackwood Street, Houston, TX, 77096",29.685133,-95.468391
HARV-00269,"5119 Indigo Street, Houston, TX, 77096",29.686365,-95.46912
HARV-00270,"5127 Indigo Street, Houston, TX, 77096",29.686348,-95.469588
HARV-00271,"5102 Indigo Street, Houston, TX, 77096",29.686767,-95.468149
HARV-00272,"5007 Jackwood Street, Houston, TX, 77096",29.68425,-95.46577
HARV-00273,"5154 Jackwood Street, Houston, TX, 77096",29.685053,-95.471245
HARV-00274,"4802 North Braeswood Boulevard, Houston, TX, 77096",29.681932,-95.460961
HARV-00275,"900 Richmond Avenue, Houston, TX",29.734751,-95.390156
HARV-00276,"2120 Southwest Freeway, Houston, TX",29.731483,-95.41251
HARV-00277,"3120 Southwest Freeway, Houston",29.730871,-95.42617
HARV-00278,"3904 Bissonnet Street, Houston, TX, 77005-1143",29.722878,-95.440099
HARV-00279,"3908 Bissonnet Street, Houston, TX, 77005",29.723153,-95.440458
HARV-00280,"5339 Weslayan Street, Houston, TX, 77005",29.723258,-95.440745
HARV-00281,"2518 Mandell Street, Houston, TX",29.743507,-95.399944
HARV-00282,"5427 Newcastle Drive, Bellaire",29.720562,-95.451254
HARV-00283,"5501 Newcastle Drive, Bellaire",29.720223,-95.451207
HARV-00284,"4907 Maple Street, Bellaire",29.690884,-95.464571
HARV-00285,"5009 Maple Street, Bellaire, 77401",29.69096,-95.467267
HARV-00286,"5035 Carew Street, Houston, TX, 77096",29.688022,-95.467248
HARV-00287,"5200 Valerie Street, Bellaire, 77401",29.693902,-95.472257
HARV-00288,"5215 Jackwood Street, Houston, TX, 77096",29.684782,-95.473989
HARV-00289,"8711 Manhattan Drive, Houston, TX, 77096",29.685841,-95.47309
HARV-00290,"11815 Westheimer Road, Houston, TX, 77077",29.735306,-95.586685
HARV-00291,"10100 Beechnut Street, Houston, TX, 77072",29.69114,-95.559359
HARV-00292,"5225 Buffalo Speedway, Houston, TX, 77005",29.726801,-95.426823
HARV-00293,"9710 Katy Freeway, Houston, TX, 77055",29.787534,-95.531918
HARV-00294,"1701 West Alabama Street, Houston, TX, 77098",29.737967,-95.403102
HARV-00295,"5206 Beechnut Street, Houston, TX",29.689417,-95.472354
HARV-00296,"5246 Beechnut Street, Houston, TX",29.689368,-95.474757
HARV-00297,"5235 Mimosa Drive, Bellaire, 77401",29.690105,-95.475619
HARV-00298,"5201 Mimosa Drive, Bellaire, 77401",29.690123,-95.472107
HARV-00299,"4938 Beechnut Street, Houston, TX",29.689567,-95.464317
HARV-00300,"4950 Beechnut Street, Houston, TX",29.689561,-95.46491
HARV-00301,"4960 Beechnut Street, Houston, TX",29.689559,-95.465081
HARV-00302,"5316 Bellaire Boulevard, Bellaire",29.706482,-95.473163
HARV-00303,"5016 Imperial Street, Bellaire, TX",29.719937,-95.467856
HARV-00304,"2626 Richmond Avenue, Houston, TX",29.734408,-95.419496
HARV-00305,"3228 Eastside Street, Houston, TX",29.736303,-95.424634
HARV-00306,"3100 West Alabama Street, Houston, TX",29.738767,-95.42433
HARV-00307,"3772 Richmond Avenue, Houston",29.733074,-95.437404
HARV-00308,"3730 Kirby Drive, Houston, TX, 77098",29.732956,-95.418968
HARV-00309,"2901 South Loop West, Houston, TX, 77054",29.676554,-95.42201
HARV-00310,"4553 Bellaire Boulevard, Bellaire, 77401",29.705385,-95.45526
HARV-00311,"4055 Underwood Street, Houston",29.699539,-95.443113
HARV-00312,"4819 Jessamine Street, Bellaire, 77401",29.701903,-95.463585
HARV-00313,"5115 Linden Street, Bellaire, 77401",29.704166,-95.469238
HARV-00314,"5117 Linden Street, Bellaire, 77401",29.704179,-95.469386
HARV-00315,"5121 Linden Street, Bellaire, 77401",29.704161,-95.469748
HARV-00316,"5202 Linden Street, Bellaire, 77401",29.704618,-95.470512
HARV-00317,"510 Bolivar Street, Bellaire, 77401",29.700548,-95.461864
HARV-00318,"5200 Holly Street, Bellaire, 77401",29.692632,-95.472209
HARV-00319,"5330 Imogene Street, Houston, TX",29.683479,-95.479132
HARV-00320,"5330 Jason Street, Houston, TX",29.684383,-95.47911
HARV-00321,"9430 Katy Freeway, Houston, TX",29.785196,-95.52508
HARV-00322,"788 West Sam Houston Parkway North, Houston, TX",29.777883,-95.56173
HARV-00323,"700 West Sam Houston Parkway North, Houston, TX",29.777258,-95.561956
HARV-00324,"1201 West Sam Houston Parkway North, Houston, TX, 77043",29.791227,-95.564312
HARV-00325,"11999 Katy Freeway, Houston, TX",29.783512,-95.596991
HARV-00326,"8955 Katy Freeway, Houston, TX",29.783516,-95.509687
HARV-00327,"4318 Cheena Drive, Houston",29.674891,-95.450226
HARV-00328,"9903 Greenwillow Drive, Houston",29.675318,-95.448848
HARV-00329,"4605 Greenwillow Drive, Houston",29.678538,-95.448851
HARV-00330,"4603 Greenwillow Drive, Houston",29.678766,-95.448881
HARV-00331,"1620 South Loop West, Houston, TX, 77054-4815",29.679939,-95.402338
HARV-00332,"3815 South Braeswood Boulevard, Houston",29.689332,-95.438018
HARV-00333,"3819 South Braeswood Boulevard, Houston",29.689287,-95.438419
HARV-00334,"5006 Indigo Street, Houston, TX, 77096",29.686867,-95.465814
HARV-00335,"5014 Indigo Street, Houston, TX, 77096",29.686843,-95.466255
HARV-00336,"5018 Indigo Street, Houston, TX, 77096",29.686843,-95.466501
HARV-00337,"4004 Feagan Street, Houston, TX, 77007",29.766473,-95.401112
HARV-00338,"4006 Feagan Street, Houston, TX, 77007",29.766474,-95.401382
HARV-00339,"4011 Feagan Street, Houston, TX, 77007",29.766191,-95.401338
HARV-00340,"4013 Feagan Street, Houston, TX, 77007",29.766191,-95.401412
HARV-00341,"607 Jackson Hill Street, Houston, TX, 77007",29.766543,-95.402023
HARV-00342,"609 Jackson Hill Street, Houston, TX, 77007",29.766605,-95.402021
HARV-00343,"502 Jackson Hill Street, Houston, TX, 77007",29.765727,-95.401606
HARV-00344,5901 Bellaire Boulevard,29.704888,-95.484973
HARV-00345,5941 Bellaire Boulevard,29.705182,-95.486354
HARV-00346,"536 Waugh Drive, Houston, TX, 77019",29.760344,-95.398635
HARV-00347,"4615 Bellaire Boulevard, Bellaire, 77401",29.705381,-95.457551
HARV-00348,"2820 White Oak Drive, Houston, TX, 77007",29.781927,-95.389676
HARV-00349,"1035 North Shepherd Drive, Houston, TX, 77008",29.789632,-95.411207
HARV-00350,"602 Knox Street, Houston",29.767505,-95.420888
HARV-00351,"4844 Allum Road, Houston, 77045",29.641303,-95.453876
HARV-00352,"11010 Chatterton Drive, Houston, 77043",29.799391,-95.575411
HARV-00353,"9600 Fondren Road, Houston, TX, 77096",29.675344,-95.509256
HARV-00354,"4441 Effie Street, Bellaire, 77401",29.69541,-95.451004
HARV-00355,"4441 Valerie Street, Bellaire, 77401",29.694011,-95.450992
HARV-00356,"4441 Cynthia Street, Bellaire, 77401",29.693339,-95.450976
