property_id,address,hwm_id,site_id,latitude,longitude,surveyed_ft,hwm_quality,hwm_type,hwm_environment,waterbody,flag_date,survey_date,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,hand_ft,water_fraction,dpol_available,dpol_water,db_available,double_bounce,vh_available,vh_water_pct,rain_mm,ndvi_valid,ndvi_delta,near_water_flag,flood_s0,flood_s1,flood_s2,sample_radius_m
21880,HWM 21880,21880,21352,29.5653,-95.8038,4.76,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0.0,0.0,0,1,0.0,0.0,25.819,1.61,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,,50
21397,HWM 21397,21397,20988,29.61974,-95.68357,1.3,Good: +/- 0.10 ft,Seed line,Riverine,Oyster Creek,2017-09-07T04:00:00,2017-09-20T04:00:00,0.0,0.0,0,1,0.0,0.0,9.562,9.58,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
21893,HWM 21893,21893,21358,29.56997,-95.8163,1.12,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0.0,0.0,0,1,0.1386,0.0,30.825,17.34,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,,50
21894,HWM 21894,21894,21358,29.56997,-95.8163,1.42,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0.0,0.0,0,1,0.1386,0.0,30.825,17.34,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,,50
21895,HWM 21895,21895,21358,29.56997,-95.8163,2.98,Excellent: +/- 0.05 ft,Mud,Riverine,unknown,2017-09-05T05:00:00,2017-10-07T05:00:00,0.0,0.0,0,1,0.1386,0.0,30.825,17.34,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,,50
21913,HWM 21913,21913,21366,29.52887,-95.62402,1.76,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-06T05:00:00,2017-10-11T05:00:00,0.0,0.0,0,1,0.0,0.0,1.673,3.39,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
22787,HWM 22787,22787,21881,29.702005,-95.693301,1.52,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0.0,0.0,1,1,0.0,0.0,2.087,5.45,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
21900,HWM 21900,21900,21362,29.4532,-95.7274,1.12,Excellent: +/- 0.05 ft,Debris,Riverine,unknown,2017-09-05T05:00:00,2017-10-11T05:00:00,0.0,0.0,0,1,0.0,0.0,13.632,1.22,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
22789,HWM 22789,22789,21881,29.701947,-95.693259,1.76,Good: +/- 0.10 ft,Debris,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0.0,0.0,1,1,0.0,0.0,2.126,5.49,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
21140,HWM 21140,21140,20837,29.69268,-95.88994,1.54,Fair: +/- 0.20 ft,Stain line,Riverine,Unnamed retention pond,2017-09-06T04:00:00,2017-09-20T04:00:00,0.0,0.0,0,1,0.0,0.0,5.567,3.28,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
22802,HWM 22802,22802,21889,29.703453,-95.694509,1.66,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0.0,0.0,1,1,0.0,0.0,10.916,6.91,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
22803,HWM 22803,22803,21889,29.703405,-95.694521,1.62,Good: +/- 0.10 ft,Other,Riverine,unknown,2017-09-07T05:00:00,2017-09-07T05:00:00,0.0,0.0,1,1,0.0,0.0,10.534,6.88,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
21418,HWM 21418,21418,21017,29.6264,-95.68095,0.77,Good: +/- 0.10 ft,Seed line,Riverine,Pumpkin Lake,2017-09-07T04:00:00,2017-09-20T04:00:00,0.0,0.0,0,1,0.0841,0.0,3.913,1.09,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,,50
21977,HWM 21977,21977,21396,29.58611,-95.68077,1.62,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-06T05:00:00,2017-10-11T05:00:00,0.0,0.0,0,1,0.0,0.0,28.935,2.49,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
21994,HWM 21994,21994,21404,29.4865,-95.6095,7.2,Excellent: +/- 0.05 ft,Seed line,Riverine,unknown,2017-09-06T05:00:00,2017-10-11T05:00:00,0.0,0.0,0,1,0.0,0.0,6.854,2.99,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
29194,HWM 29194,29194,25083,29.710604,-95.729922,3.5,Fair: +/- 0.20 ft,Seed line,Riverine,Buffalo Bayou,2017-08-30T05:00:00,2018-05-15T05:00:00,0.0,0.0,1,1,0.0,0.0,3.457,15.06,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,,50
